curr_vel_x,curr_vel_y,des_vel_x,des_vel_y,ori_goal,raidus,robot_pose_x,robot_pose_y,robot_ori,action_x,action_y,time_action,time_step
0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.6299999952316284,0.0022935867309570312,0.1
0.35,0.02,0.5,-0.0,-0.0,0.4,0.03,0.0,0.05,0.949999988079071,0.4300000071525574,0.005129098892211914,0.1
0.39,0.04,0.5,-0.0,-0.0,0.4,0.07,0.0,0.1,0.9300000071525574,0.28999999165534973,0.0015413761138916016,0.1
0.44,0.07,0.5,-0.0,-0.0,0.4,0.12,0.01,0.15,0.8899999856948853,0.07999999821186066,0.0015110969543457031,0.1
0.49,0.1,0.5,-0.0,-0.0,0.4,0.17,0.02,0.2,0.8299999833106995,-0.12999999523162842,0.0014641284942626953,0.1
0.48,0.03,0.5,-0.0,-0.0,0.4,0.21,0.02,0.07,0.8299999833106995,0.2800000011920929,0.00189208984375,0.1
0.44,0.05,0.5,-0.0,-0.0,0.4,0.26,0.03,0.12,0.8899999856948853,0.20000000298023224,0.0016078948974609375,0.1
0.46,0.08,0.5,-0.0,-0.0,0.4,0.3,0.04,0.17,0.8700000047683716,0.009999999776482582,0.0019769668579101562,0.1
0.49,0.08,0.5,-0.0,-0.01,0.4,0.35,0.04,0.17,0.8199999928474426,-0.009999999776482582,0.011573076248168945,0.1
0.49,0.08,0.5,-0.0,-0.01,0.4,0.4,0.05,0.17,0.8199999928474426,-0.009999999776482582,0.0025370121002197266,0.1
0.49,0.08,0.5,-0.0,-0.01,0.4,0.45,0.06,0.17,0.8199999928474426,-0.009999999776482582,0.0015494823455810547,0.1
0.49,0.08,0.5,-0.0,-0.01,0.4,0.5,0.07,0.17,0.8199999928474426,-0.009999999776482582,0.0014514923095703125,0.1
0.49,0.08,0.5,-0.01,-0.01,0.4,0.55,0.08,0.17,0.8299999833106995,-0.07000000029802322,0.0015201568603515625,0.1
0.5,0.05,0.5,-0.01,-0.01,0.4,0.6,0.08,0.1,0.800000011920929,0.10000000149011612,0.12767481803894043,0.1
0.48,0.07,0.5,-0.01,-0.01,0.4,0.65,0.09,0.15,0.8399999737739563,-0.0,0.2074284553527832,0.1
0.49,0.07,0.5,-0.01,-0.01,0.4,0.7,0.1,0.15,0.8199999928474426,-0.009999999776482582,0.07659411430358887,0.1
0.49,0.07,0.5,-0.01,-0.01,0.4,0.75,0.1,0.15,0.8199999928474426,-0.009999999776482582,0.10943007469177246,0.1
0.49,0.07,0.5,-0.01,-0.02,0.4,0.8,0.11,0.15,0.8199999928474426,-0.009999999776482582,0.015430688858032227,0.1
0.49,0.07,0.5,-0.01,-0.02,0.4,0.85,0.12,0.15,0.8199999928474426,-0.009999999776482582,0.058121681213378906,0.1
0.49,0.07,0.5,-0.01,-0.02,0.4,0.9,0.13,0.15,0.8199999928474426,-0.009999999776482582,0.04512190818786621,0.1
0.49,0.07,0.5,-0.01,-0.02,0.4,0.95,0.13,0.15,0.8199999928474426,-0.009999999776482582,0.1021733283996582,0.1
0.49,0.07,0.5,-0.01,-0.02,0.4,1.0,0.14,0.15,0.8199999928474426,-0.009999999776482582,0.014129638671875,0.1
0.49,0.07,0.5,-0.01,-0.02,0.4,1.04,0.15,0.15,0.8199999928474426,-0.009999999776482582,0.0014944076538085938,0.1
0.49,0.07,0.5,-0.01,-0.02,0.4,1.09,0.16,0.15,0.8199999928474426,-0.009999999776482582,0.03108048439025879,0.1
0.49,0.07,0.5,-0.01,-0.02,0.4,1.14,0.16,0.15,0.8199999928474426,-0.009999999776482582,0.054915666580200195,0.1
0.49,0.07,0.5,-0.01,-0.03,0.4,1.19,0.17,0.15,0.8199999928474426,-0.009999999776482582,0.030274152755737305,0.1
0.49,0.07,0.5,-0.01,-0.03,0.4,1.24,0.18,0.15,0.8199999928474426,-0.009999999776482582,0.10743021965026855,0.1
0.49,0.07,0.5,-0.01,-0.03,0.4,1.29,0.19,0.15,0.8199999928474426,-0.009999999776482582,0.007299184799194336,0.1
0.49,0.07,0.5,-0.01,-0.03,0.4,1.34,0.19,0.15,0.8199999928474426,-0.009999999776482582,0.07814836502075195,0.1
0.49,0.07,0.5,-0.02,-0.03,0.4,1.39,0.2,0.15,0.8299999833106995,-0.07000000029802322,0.13106346130371094,0.1
0.5,0.04,0.5,-0.02,-0.03,0.4,1.44,0.21,0.08,0.800000011920929,0.10999999940395355,0.0052509307861328125,0.1
0.49,0.06,0.5,-0.02,-0.03,0.4,1.49,0.21,0.13,0.8199999928474426,-0.009999999776482582,0.001857757568359375,0.1
0.5,0.06,0.5,-0.02,-0.03,0.4,1.54,0.22,0.13,0.800000011920929,-0.009999999776482582,0.015067100524902344,0.1
0.5,0.06,0.5,-0.02,-0.04,0.4,1.59,0.23,0.13,0.800000011920929,-0.009999999776482582,0.06019449234008789,0.1
0.5,0.06,0.5,-0.02,-0.04,0.4,1.64,0.23,0.13,0.800000011920929,-0.009999999776482582,0.0018608570098876953,0.1
0.5,0.06,0.5,-0.02,-0.04,0.4,1.69,0.24,0.13,0.800000011920929,-0.009999999776482582,0.013286590576171875,0.1
0.5,0.06,0.5,-0.02,-0.04,0.4,1.74,0.24,0.13,0.800000011920929,-0.009999999776482582,0.017186641693115234,0.1
0.5,0.06,0.5,-0.02,-0.04,0.4,1.79,0.25,0.13,0.800000011920929,-0.009999999776482582,0.021334409713745117,0.1
0.5,0.06,0.5,-0.02,-0.04,0.4,1.84,0.26,0.13,0.800000011920929,-0.009999999776482582,0.07405805587768555,0.1
0.5,0.06,0.5,-0.02,-0.04,0.4,1.89,0.26,0.13,0.800000011920929,-0.009999999776482582,0.058000802993774414,0.1
0.5,0.06,0.5,-0.02,-0.04,0.4,1.94,0.27,0.13,0.800000011920929,-0.009999999776482582,0.0017998218536376953,0.1
0.5,0.06,0.5,-0.02,-0.05,0.4,1.99,0.28,0.13,0.800000011920929,-0.009999999776482582,0.015104532241821289,0.1
0.5,0.06,0.5,-0.02,-0.05,0.4,2.03,0.28,0.13,0.800000011920929,-0.009999999776482582,0.08589911460876465,0.1
0.5,0.06,0.5,-0.02,-0.05,0.4,2.08,0.29,0.13,0.800000011920929,-0.009999999776482582,0.09032988548278809,0.1
0.5,0.06,0.5,-0.03,-0.05,0.4,2.13,0.3,0.13,0.8100000023841858,-0.07000000029802322,0.009586334228515625,0.1
0.5,0.03,0.5,-0.03,-0.05,0.4,2.18,0.3,0.06,0.800000011920929,0.10999999940395355,0.05500960350036621,0.1
0.49,0.05,0.5,-0.03,-0.05,0.4,2.23,0.3,0.11,0.8199999928474426,-0.009999999776482582,0.0019576549530029297,0.1
0.5,0.05,0.5,-0.03,-0.05,0.4,2.28,0.31,0.11,0.800000011920929,-0.009999999776482582,0.010076522827148438,0.1
0.5,0.05,0.5,-0.03,-0.06,0.4,2.33,0.32,0.11,0.800000011920929,-0.009999999776482582,0.0018360614776611328,0.1
0.5,0.05,0.5,-0.03,-0.06,0.4,2.38,0.32,0.11,0.800000011920929,-0.009999999776482582,0.0028820037841796875,0.1
0.5,0.05,0.5,-0.03,-0.06,0.4,2.43,0.33,0.11,0.800000011920929,-0.009999999776482582,0.0028717517852783203,0.1
0.5,0.05,0.5,-0.03,-0.06,0.4,2.48,0.33,0.11,0.800000011920929,-0.009999999776482582,0.001865386962890625,0.1
0.5,0.05,0.5,-0.03,-0.06,0.4,2.53,0.34,0.11,0.800000011920929,-0.009999999776482582,0.0034720897674560547,0.1
0.5,0.05,0.5,-0.03,-0.06,0.4,2.58,0.34,0.11,0.800000011920929,-0.009999999776482582,0.039095163345336914,0.1
0.5,0.05,0.5,-0.03,-0.06,0.4,2.63,0.35,0.11,0.800000011920929,-0.009999999776482582,0.06394815444946289,0.1
0.5,0.05,0.5,-0.03,-0.07,0.4,2.68,0.35,0.11,0.800000011920929,-0.009999999776482582,0.0066242218017578125,0.1
0.5,0.05,0.5,-0.03,-0.07,0.4,2.73,0.36,0.11,0.800000011920929,-0.009999999776482582,0.057454586029052734,0.1
0.5,0.05,0.5,-0.03,-0.07,0.4,2.78,0.36,0.11,0.800000011920929,-0.009999999776482582,0.005156278610229492,0.1
0.5,0.05,0.5,-0.04,-0.07,0.4,2.83,0.37,0.11,0.8100000023841858,-0.07000000029802322,0.05135965347290039,0.1
0.5,0.02,0.5,-0.04,-0.07,0.4,2.88,0.37,0.04,0.7900000214576721,0.10999999940395355,0.09741497039794922,0.1
0.49,0.04,0.5,-0.04,-0.07,0.4,2.93,0.38,0.09,0.8199999928474426,-0.0,0.09094595909118652,0.1
0.5,0.04,0.5,-0.04,-0.08,0.4,2.98,0.38,0.09,0.800000011920929,-0.009999999776482582,0.001596689224243164,0.1
0.5,0.04,0.5,-0.04,-0.08,0.4,3.03,0.39,0.09,0.800000011920929,-0.009999999776482582,0.019438982009887695,0.1
0.5,0.04,0.5,-0.04,-0.08,0.4,3.08,0.39,0.09,0.800000011920929,-0.009999999776482582,0.091033935546875,0.1
0.5,0.04,0.5,-0.04,-0.08,0.4,3.13,0.39,0.09,0.800000011920929,-0.009999999776482582,0.020690441131591797,0.1
0.5,0.04,0.5,-0.04,-0.08,0.4,3.18,0.4,0.09,0.800000011920929,-0.009999999776482582,0.002978086471557617,0.1
0.5,0.04,0.5,-0.04,-0.08,0.4,3.23,0.4,0.09,0.800000011920929,-0.009999999776482582,0.0017132759094238281,0.1
0.5,0.04,0.5,-0.04,-0.09,0.4,3.28,0.41,0.09,0.800000011920929,-0.009999999776482582,0.0017726421356201172,0.1
0.5,0.04,0.5,-0.04,-0.09,0.4,3.33,0.41,0.09,0.800000011920929,-0.009999999776482582,0.003336191177368164,0.1
0.5,0.04,0.5,-0.04,-0.09,0.4,3.38,0.42,0.09,0.800000011920929,-0.009999999776482582,0.014844655990600586,0.1
0.5,0.04,0.5,-0.05,-0.09,0.4,3.43,0.42,0.09,0.800000011920929,-0.07000000029802322,0.0248110294342041,0.1
0.5,0.01,0.5,-0.05,-0.09,0.4,3.48,0.42,0.02,0.7900000214576721,0.10999999940395355,0.09892916679382324,0.1
0.49,0.03,0.5,-0.05,-0.09,0.4,3.52,0.43,0.07,0.8199999928474426,-0.0,0.04179239273071289,0.1
0.5,0.03,0.5,-0.05,-0.1,0.4,3.57,0.43,0.07,0.800000011920929,-0.009999999776482582,0.03902769088745117,0.1
0.5,0.03,0.5,-0.05,-0.1,0.4,3.62,0.43,0.07,0.800000011920929,-0.009999999776482582,0.020062923431396484,0.1
0.5,0.03,0.5,-0.05,-0.1,0.4,3.67,0.44,0.07,0.800000011920929,-0.009999999776482582,0.006851673126220703,0.1
0.5,0.03,0.5,-0.05,-0.1,0.4,3.72,0.44,0.07,0.800000011920929,-0.009999999776482582,0.0015568733215332031,0.1
0.5,0.03,0.5,-0.05,-0.1,0.4,3.77,0.44,0.07,0.800000011920929,-0.009999999776482582,0.03809714317321777,0.1
0.5,0.03,0.5,-0.05,-0.11,0.4,3.82,0.45,0.07,0.800000011920929,-0.009999999776482582,0.004561185836791992,0.1
0.5,0.03,0.5,-0.05,-0.11,0.4,3.87,0.45,0.07,0.800000011920929,-0.009999999776482582,0.009853839874267578,0.1
0.5,0.03,0.5,-0.06,-0.11,0.4,3.92,0.45,0.07,0.800000011920929,-0.07000000029802322,0.022005796432495117,0.1
0.5,-0.0,0.5,-0.06,-0.11,0.4,3.97,0.46,-0.0,0.7900000214576721,0.10999999940395355,0.001592397689819336,0.1
0.49,0.02,0.5,-0.06,-0.11,0.4,4.02,0.46,0.05,0.8199999928474426,0.0,0.051850080490112305,0.1
0.5,0.02,0.5,-0.06,-0.12,0.4,4.07,0.46,0.05,0.800000011920929,-0.009999999776482582,0.0027701854705810547,0.1
0.5,0.02,0.5,-0.06,-0.12,0.4,4.12,0.46,0.05,0.800000011920929,-0.009999999776482582,0.0027313232421875,0.1
0.5,0.02,0.5,-0.06,-0.12,0.4,4.17,0.46,0.05,0.800000011920929,-0.009999999776482582,0.0169680118560791,0.1
0.5,0.02,0.5,-0.06,-0.12,0.4,4.22,0.47,0.05,0.800000011920929,-0.009999999776482582,0.0027456283569335938,0.1
0.5,0.02,0.5,-0.06,-0.13,0.4,4.27,0.47,0.05,0.800000011920929,-0.009999999776482582,0.0035295486450195312,0.1
0.5,0.02,0.5,-0.06,-0.13,0.4,4.32,0.47,0.05,0.800000011920929,-0.009999999776482582,0.02818584442138672,0.1
0.5,0.02,0.5,-0.06,-0.13,0.4,4.37,0.47,0.05,0.800000011920929,-0.009999999776482582,0.015061378479003906,0.1
0.5,0.02,0.5,-0.07,-0.13,0.4,4.42,0.48,0.05,0.800000011920929,-0.07000000029802322,0.07372903823852539,0.1
0.5,-0.01,0.5,-0.07,-0.13,0.4,4.47,0.48,-0.02,0.7900000214576721,0.10999999940395355,0.032914161682128906,0.1
0.49,0.01,0.5,-0.07,-0.14,0.4,4.52,0.48,0.03,0.8199999928474426,0.0,0.015364408493041992,0.1
0.5,0.01,0.5,-0.07,-0.14,0.4,4.57,0.48,0.03,0.800000011920929,-0.009999999776482582,0.04064631462097168,0.1
0.5,0.01,0.5,-0.07,-0.14,0.4,4.62,0.48,0.03,0.800000011920929,-0.009999999776482582,0.03195309638977051,0.1
0.5,0.01,0.49,-0.07,-0.14,0.4,4.67,0.48,0.03,0.7799999713897705,-0.0,0.0020096302032470703,0.1
0.5,0.01,0.49,-0.07,-0.15,0.4,4.72,0.48,0.03,0.7799999713897705,-0.0,0.02545762062072754,0.1
0.5,0.01,0.49,-0.07,-0.15,0.4,4.77,0.48,0.03,0.7799999713897705,-0.0,0.005585670471191406,0.1
0.5,0.01,0.49,-0.08,-0.15,0.4,4.82,0.49,0.03,0.7799999713897705,-0.05999999865889549,0.020077228546142578,0.1
0.5,-0.02,0.49,-0.08,-0.15,0.4,4.87,0.49,-0.03,0.7699999809265137,0.10999999940395355,0.017657041549682617,0.1
0.49,0.01,0.49,-0.08,-0.16,0.4,4.92,0.49,0.02,0.800000011920929,-0.05000000074505806,0.001912832260131836,0.1
0.5,-0.02,0.49,-0.08,-0.16,0.4,4.97,0.49,-0.03,0.7699999809265137,0.10999999940395355,0.06089138984680176,0.1
0.49,0.01,0.49,-0.08,-0.16,0.4,5.02,0.48,0.02,0.800000011920929,-0.05000000074505806,0.012105464935302734,0.1
0.5,-0.02,0.49,-0.08,-0.16,0.4,5.07,0.48,-0.03,0.7699999809265137,0.10999999940395355,0.005151033401489258,0.1
0.49,0.01,0.49,-0.08,-0.17,0.4,5.12,0.48,0.02,0.800000011920929,-0.05000000074505806,0.0015726089477539062,0.1
0.5,-0.02,0.49,-0.08,-0.17,0.4,5.17,0.48,-0.03,0.7699999809265137,0.10999999940395355,0.004689455032348633,0.1
0.49,0.01,0.49,-0.09,-0.17,0.4,5.22,0.48,0.02,0.800000011920929,-0.10999999940395355,0.003927469253540039,0.1
0.49,-0.04,0.49,-0.09,-0.17,0.4,5.27,0.48,-0.09,0.7799999713897705,0.18000000715255737,0.004773139953613281,0.1
0.47,-0.02,0.49,-0.09,-0.18,0.4,5.31,0.48,-0.04,0.8299999833106995,0.07999999821186066,0.014625787734985352,0.1
0.49,0.0,0.49,-0.09,-0.18,0.4,5.36,0.48,0.01,0.800000011920929,-0.05999999865889549,0.002700328826904297,0.1
0.5,-0.02,0.49,-0.09,-0.18,0.4,5.41,0.48,-0.05,0.7699999809265137,0.05999999865889549,0.0023605823516845703,0.1
0.5,0.0,0.49,-0.09,-0.19,0.4,5.46,0.48,0.0,0.7799999713897705,-0.05999999865889549,0.005795001983642578,0.1
0.5,-0.03,0.49,-0.09,-0.19,0.4,5.51,0.47,-0.06,0.7599999904632568,0.10999999940395355,0.002171039581298828,0.1
0.49,-0.0,0.49,-0.1,-0.19,0.4,5.56,0.47,-0.01,0.800000011920929,-0.10999999940395355,0.002244710922241211,0.1
