curr_vel_x,curr_vel_y,des_vel_x,des_vel_y,ori_goal,raidus,robot_pose_x,robot_pose_y,robot_ori,action_x,action_y,time_action,time_step
0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.6299999952316284,0.07221269607543945,0.1
0.35,0.02,0.5,-0.0,-0.0,0.4,0.03,0.0,0.05,0.949999988079071,0.4300000071525574,0.004853725433349609,0.1
0.39,0.04,0.5,-0.0,-0.0,0.4,0.07,0.0,0.1,0.9300000071525574,0.28999999165534973,0.001867055892944336,0.1
0.44,0.07,0.5,-0.0,-0.0,0.4,0.12,0.01,0.15,0.8899999856948853,0.07999999821186066,0.05920577049255371,0.1
0.49,0.1,0.5,-0.0,-0.0,0.4,0.17,0.02,0.2,0.8299999833106995,-0.12999999523162842,0.05598330497741699,0.1
0.48,0.03,0.5,-0.0,-0.0,0.4,0.21,0.02,0.07,0.8299999833106995,0.2800000011920929,0.013862848281860352,0.1
0.44,0.05,0.5,-0.0,-0.0,0.4,0.26,0.03,0.12,0.8899999856948853,0.20000000298023224,0.07036113739013672,0.1
0.46,0.08,0.5,-0.0,-0.0,0.4,0.3,0.04,0.17,0.8700000047683716,0.009999999776482582,0.022342681884765625,0.1
0.49,0.08,0.5,-0.0,-0.01,0.4,0.35,0.04,0.17,0.8199999928474426,-0.009999999776482582,0.13038921356201172,0.1
0.49,0.08,0.5,-0.0,-0.01,0.4,0.4,0.05,0.17,0.8199999928474426,-0.009999999776482582,0.002484560012817383,0.1
0.49,0.08,0.5,-0.0,-0.01,0.4,0.45,0.06,0.17,0.8199999928474426,-0.009999999776482582,0.005465269088745117,0.1
0.49,0.08,0.5,-0.0,-0.01,0.4,0.5,0.07,0.17,0.8199999928474426,-0.009999999776482582,0.027652502059936523,0.1
0.49,0.08,0.5,-0.01,-0.01,0.4,0.55,0.08,0.17,0.8299999833106995,-0.07000000029802322,0.017209768295288086,0.1
0.5,0.05,0.5,-0.01,-0.01,0.4,0.6,0.08,0.1,0.800000011920929,0.10000000149011612,0.032063961029052734,0.1
0.48,0.07,0.5,-0.01,-0.01,0.4,0.65,0.09,0.15,0.8399999737739563,-0.0,0.010145187377929688,0.1
0.49,0.07,0.5,-0.01,-0.01,0.4,0.7,0.1,0.15,0.8199999928474426,-0.009999999776482582,0.01481938362121582,0.1
0.49,0.07,0.5,-0.01,-0.01,0.4,0.75,0.1,0.15,0.8199999928474426,-0.009999999776482582,0.018807411193847656,0.1
0.49,0.07,0.5,-0.01,-0.02,0.4,0.8,0.11,0.15,0.8199999928474426,-0.009999999776482582,0.04015517234802246,0.1
