curr_vel_x,curr_vel_y,des_vel_x,des_vel_y,ori_goal,raidus,robot_pose_x,robot_pose_y,robot_ori,action_x,action_y,time_action,time_step
0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.6299999952316284,0.05056333541870117,0.1
0.35,0.02,0.5,-0.0,-0.0,0.4,0.03,0.0,0.05,0.949999988079071,0.4300000071525574,0.00968170166015625,0.1
0.39,0.04,0.5,-0.0,-0.0,0.4,0.07,0.0,0.1,0.9300000071525574,0.28999999165534973,0.011116504669189453,0.1
0.44,0.07,0.5,-0.0,-0.0,0.4,0.12,0.01,0.15,0.8899999856948853,0.07999999821186066,0.03868865966796875,0.1
0.49,0.1,0.5,-0.0,-0.0,0.4,0.17,0.02,0.2,0.8299999833106995,-0.12999999523162842,0.1390221118927002,0.1
0.48,0.03,0.5,-0.0,-0.0,0.4,0.21,0.02,0.07,0.8299999833106995,0.2800000011920929,0.035269737243652344,0.1
0.44,0.05,0.5,-0.0,-0.0,0.4,0.26,0.03,0.12,0.8899999856948853,0.20000000298023224,0.023257970809936523,0.1
0.46,0.08,0.5,-0.0,-0.0,0.4,0.3,0.04,0.17,0.8700000047683716,0.009999999776482582,0.029903173446655273,0.1
0.49,0.08,0.5,-0.0,-0.01,0.4,0.35,0.04,0.17,0.8199999928474426,-0.009999999776482582,0.0015659332275390625,0.1
0.49,0.08,0.5,-0.0,-0.01,0.4,0.4,0.05,0.17,0.8199999928474426,-0.009999999776482582,0.0027883052825927734,0.1
0.49,0.08,0.5,-0.0,-0.01,0.4,0.45,0.06,0.17,0.8199999928474426,-0.009999999776482582,0.043581247329711914,0.1
0.49,0.08,0.5,-0.0,-0.01,0.4,0.5,0.07,0.17,0.8199999928474426,-0.009999999776482582,0.002010822296142578,0.1
0.49,0.08,0.5,-0.01,-0.01,0.4,0.55,0.08,0.17,0.8299999833106995,-0.07000000029802322,0.025758981704711914,0.1
0.5,0.05,0.5,-0.01,-0.01,0.4,0.6,0.08,0.1,0.800000011920929,0.10000000149011612,0.02165389060974121,0.1
0.48,0.07,0.5,-0.01,-0.01,0.4,0.65,0.09,0.15,0.8399999737739563,-0.0,0.06289005279541016,0.1
0.49,0.07,0.5,-0.01,-0.01,0.4,0.7,0.1,0.15,0.8199999928474426,-0.009999999776482582,0.044878244400024414,0.1
0.49,0.07,0.5,-0.01,-0.01,0.4,0.75,0.1,0.15,0.8199999928474426,-0.009999999776482582,0.012721538543701172,0.1
0.49,0.07,0.5,-0.01,-0.02,0.4,0.8,0.11,0.15,0.8199999928474426,-0.009999999776482582,0.018709659576416016,0.1
0.49,0.07,0.5,-0.01,-0.02,0.4,0.85,0.12,0.15,0.8199999928474426,-0.009999999776482582,0.04135870933532715,0.1
0.49,0.07,0.5,-0.01,-0.02,0.4,0.9,0.13,0.15,0.8199999928474426,-0.009999999776482582,0.01461338996887207,0.1
0.49,0.07,0.5,-0.01,-0.02,0.4,0.95,0.13,0.15,0.8199999928474426,-0.009999999776482582,0.00687098503112793,0.1
0.49,0.07,0.5,-0.01,-0.02,0.4,1.0,0.14,0.15,0.8199999928474426,-0.009999999776482582,0.03768301010131836,0.1
0.49,0.07,0.5,-0.01,-0.02,0.4,1.04,0.15,0.15,0.8199999928474426,-0.009999999776482582,0.004533529281616211,0.1
0.49,0.07,0.5,-0.01,-0.02,0.4,1.09,0.16,0.15,0.8199999928474426,-0.009999999776482582,0.002408266067504883,0.1
