abs_action_x,abs_action_y,curr_vel_x,curr_vel_y,des_vel_x,des_vel_y,ori_goal,raidus,robot_pose_x,robot_pose_y,robot_ori,action_x,action_y,time_action,time_step
1.0,0.6200000047683716,0.0,0.0,0.55,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.6200000047683716,0.12413907051086426,0.1
1.3980703695242138,-0.4293712006831525,0.51,0.21,0.55,-0.0,-0.0,0.4,0.05,0.01,0.39,0.8899999856948853,-0.6399999856948853,0.02873396873474121,0.1
1.3069064812197757,0.6542392823365726,0.34,-0.05,0.55,-0.0,-0.0,0.4,0.09,0.01,-0.14,0.9700000286102295,0.699999988079071,0.0022542476654052734,0.1
1.3853958390307777,-0.229924865878838,0.45,0.15,0.55,-0.0,-0.0,0.4,0.13,0.02,0.32,0.9399999976158142,-0.3799999952316284,0.015968799591064453,0.1
1.3697244198248704,0.5042531963545623,0.45,-0.02,0.55,-0.0,-0.0,0.4,0.18,0.03,-0.04,0.9200000166893005,0.5199999809265137,0.00551152229309082,0.1
1.3871365991557127,-0.3462741224824928,0.5,0.18,0.55,-0.0,-0.0,0.4,0.23,0.03,0.35,0.8899999856948853,-0.5299999713897705,0.001752614974975586,0.1
1.3478387371405185,0.5884749456203073,0.4,-0.04,0.55,-0.0,-0.01,0.4,0.27,0.04,-0.1,0.949999988079071,0.6299999952316284,0.0016613006591796875,0.1
1.3917861536386589,-0.2661294639987718,0.46,0.16,0.55,-0.0,-0.01,0.4,0.32,0.04,0.34,0.9300000071525574,-0.4300000071525574,0.09003424644470215,0.1
1.3593497960847247,0.516361943196033,0.43,-0.02,0.55,-0.0,-0.01,0.4,0.36,0.05,-0.06,0.9300000071525574,0.5400000214576721,0.029645919799804688,0.1
1.3886518494320532,-0.35218167439562664,0.49,0.18,0.55,-0.0,-0.01,0.4,0.41,0.06,0.35,0.8999999761581421,-0.5299999713897705,0.062116146087646484,0.1
1.3475824272617498,0.5960886653600153,0.4,-0.04,0.55,-0.0,-0.01,0.4,0.45,0.06,-0.11,0.949999988079071,0.6399999856948853,0.0028183460235595703,0.1
1.3922756864946026,-0.3175155398956911,0.46,0.16,0.55,-0.01,-0.01,0.4,0.5,0.07,0.34,0.9300000071525574,-0.47999998927116394,0.02948141098022461,0.1
1.3482282301696298,0.5519249144044979,0.41,-0.04,0.55,-0.01,-0.01,0.4,0.54,0.07,-0.09,0.9399999976158142,0.5899999737739563,0.10909056663513184,0.1
1.3903684094132727,-0.3504311892039,0.47,0.17,0.55,-0.01,-0.01,0.4,0.59,0.08,0.35,0.9200000166893005,-0.5199999809265137,0.10428810119628906,0.1
1.3475383171575306,0.5556911430897273,0.4,-0.04,0.55,-0.01,-0.01,0.4,0.63,0.08,-0.11,0.949999988079071,0.6000000238418579,0.010208845138549805,0.1
1.392437939779077,-0.31797789674020516,0.46,0.16,0.55,-0.01,-0.01,0.4,0.68,0.09,0.34,0.9300000071525574,-0.47999998927116394,0.014525651931762695,0.1
1.348189951002507,0.5515167052775102,0.41,-0.04,0.55,-0.01,-0.01,0.4,0.72,0.1,-0.09,0.9399999976158142,0.5899999737739563,0.01828622817993164,0.1
1.3903684094132727,-0.35043118920389993,0.47,0.17,0.55,-0.01,-0.01,0.4,0.77,0.1,0.35,0.9200000166893005,-0.5199999809265137,0.024103164672851562,0.1
1.3475383171575306,0.5556911430897273,0.4,-0.04,0.55,-0.01,-0.01,0.4,0.8,0.11,-0.11,0.949999988079071,0.6000000238418579,0.04050421714782715,0.1
1.392437939779077,-0.3179778967402051,0.46,0.16,0.55,-0.01,-0.02,0.4,0.85,0.11,0.34,0.9300000071525574,-0.47999998927116394,0.0028192996978759766,0.1
1.348189951002507,0.5515167052775103,0.41,-0.04,0.55,-0.01,-0.02,0.4,0.89,0.12,-0.09,0.9399999976158142,0.5899999737739563,0.0025262832641601562,0.1
1.3903684094132727,-0.35043118920389993,0.47,0.17,0.55,-0.01,-0.02,0.4,0.94,0.12,0.35,0.9200000166893005,-0.5199999809265137,0.022934675216674805,0.1
1.3475383171575306,0.5556911430897274,0.4,-0.04,0.55,-0.01,-0.02,0.4,0.98,0.13,-0.11,0.949999988079071,0.6000000238418579,0.014771461486816406,0.1
1.392437939779077,-0.31797789674020505,0.46,0.16,0.55,-0.01,-0.02,0.4,1.03,0.13,0.34,0.9300000071525574,-0.47999998927116394,0.006132841110229492,0.1
1.348189951002507,0.5515167052775103,0.41,-0.04,0.55,-0.01,-0.02,0.4,1.07,0.14,-0.09,0.9399999976158142,0.5899999737739563,0.03722190856933594,0.1
1.3903684094132727,-0.35043118920389993,0.47,0.17,0.55,-0.01,-0.02,0.4,1.12,0.14,0.35,0.9200000166893005,-0.5199999809265137,0.06664824485778809,0.1
1.3475383171575306,0.5556911430897274,0.4,-0.04,0.55,-0.01,-0.02,0.4,1.16,0.15,-0.11,0.949999988079071,0.6000000238418579,0.04643869400024414,0.1
1.392437939779077,-0.31797789674020505,0.46,0.16,0.55,-0.01,-0.02,0.4,1.21,0.15,0.34,0.9300000071525574,-0.47999998927116394,0.08544588088989258,0.1
1.348189951002507,0.5515167052775103,0.41,-0.04,0.55,-0.01,-0.02,0.4,1.25,0.16,-0.09,0.9399999976158142,0.5899999737739563,0.0016591548919677734,0.1
1.3903684094132727,-0.3504311892038999,0.47,0.17,0.55,-0.01,-0.02,0.4,1.3,0.17,0.35,0.9200000166893005,-0.5199999809265137,0.06465435028076172,0.1
1.3475383171575306,0.5556911430897274,0.4,-0.04,0.55,-0.01,-0.03,0.4,1.34,0.17,-0.11,0.949999988079071,0.6000000238418579,0.014302968978881836,0.1
1.392437939779077,-0.31797789674020505,0.46,0.16,0.55,-0.01,-0.03,0.4,1.38,0.18,0.34,0.9300000071525574,-0.47999998927116394,0.013287782669067383,0.1
1.348189951002507,0.511516743424483,0.41,-0.04,0.55,-0.02,-0.03,0.4,1.42,0.18,-0.09,0.9399999976158142,0.550000011920929,0.040231943130493164,0.1
1.393344285223832,-0.3589248324848334,0.47,0.16,0.55,-0.02,-0.03,0.4,1.47,0.19,0.33,0.9200000166893005,-0.5199999809265137,0.0560755729675293,0.1
1.3468010411798392,0.538883333086013,0.41,-0.05,0.55,-0.02,-0.03,0.4,1.51,0.19,-0.12,0.9399999976158142,0.5899999737739563,0.0017650127410888672,0.1
1.3948723462949257,-0.3167317815965466,0.45,0.15,0.55,-0.02,-0.03,0.4,1.56,0.19,0.33,0.9399999976158142,-0.4699999988079071,0.00685429573059082,0.1
1.357943468109731,0.49848790911078655,0.42,-0.04,0.55,-0.02,-0.03,0.4,1.6,0.2,-0.1,0.9399999976158142,0.5400000214576721,0.008003950119018555,0.1
1.3947747716757803,-0.3631913968900266,0.47,0.16,0.55,-0.02,-0.03,0.4,1.65,0.21,0.32,0.9200000166893005,-0.5199999809265137,0.021143436431884766,0.1
1.346433261032314,0.5360370013890505,0.41,-0.05,0.55,-0.02,-0.03,0.4,1.69,0.21,-0.13,0.9399999976158142,0.5899999737739563,0.08920788764953613,0.1
