robot_id,action_x,action_y,a_inc_x,a_inc_y,cur_vel_x,cur_vel_y,des_vel_x,des_vel_y,ori_goal,raidus,robot_pose_x,robot_pose_y,robot_ori,time_action,time_step
0.0,1.0,0.5600000023841858,1.0,0.5600000023841858,0.0,0.0,0.75,0.0,0.0,0.4,0.0,0.0,0.0,0.051946163177490234,0.1
0.0,1.581690287485809,-0.5433632424452252,0.8700000047683716,-0.7799999713897705,0.71,0.24,0.75,-0.0,-0.0,0.4,0.07,0.01,0.32,0.041227102279663086,0.1
0.0,1.5036919185723023,0.527701979160217,0.9700000286102295,0.6100000143051147,0.53,-0.08,0.75,-0.0,-0.0,0.4,0.13,0.02,-0.15,0.04126143455505371,0.1
0.0,1.572619827856105,-0.36953481539328936,0.9300000071525574,-0.5199999809265137,0.64,0.15,0.75,-0.0,-0.0,0.4,0.19,0.02,0.23,0.04585742950439453,0.1
0.0,1.5457808484441293,0.4360603868022324,0.8999999761581421,0.5099999904632568,0.65,-0.07,0.75,-0.0,-0.0,0.4,0.26,0.02,-0.11,0.05034828186035156,0.1
0.0,1.5751998351990388,-0.3668177072034724,0.8899999856948853,-0.5099999904632568,0.69,0.14,0.75,-0.0,-0.0,0.4,0.33,0.03,0.21,0.046922922134399414,0.1
0.0,1.5549323944146165,0.4683695793805669,0.8999999761581421,0.550000011920929,0.65,-0.08,0.75,-0.0,-0.0,0.4,0.39,0.03,-0.12,0.040035247802734375,0.1
0.0,1.5838179707470286,-0.39144236382429787,0.9100000262260437,-0.5400000214576721,0.67,0.15,0.75,-0.0,-0.0,0.4,0.46,0.03,0.22,0.04370832443237305,0.1
0.0,1.5543454438375677,0.5044489199930081,0.9100000262260437,0.5899999737739563,0.64,-0.09,0.75,-0.0,-0.0,0.4,0.53,0.03,-0.13,0.042352914810180664,0.1
0.0,1.5820931652929553,-0.4149752768435145,0.9200000166893005,-0.5699999928474426,0.66,0.16,0.75,-0.0,-0.01,0.4,0.59,0.04,0.23,0.040879249572753906,0.1
0.0,1.5539156018570035,0.5019600346469402,0.9200000166893005,0.5899999737739563,0.63,-0.09,0.75,-0.0,-0.01,0.4,0.66,0.04,-0.14,0.03891563415527344,0.1
0.0,1.5729622606317792,-0.3798656715592419,0.9200000166893005,-0.5299999713897705,0.65,0.15,0.75,-0.0,-0.01,0.4,0.72,0.04,0.23,0.03979206085205078,0.1
0.0,1.5452474538786065,0.47154179058384477,0.8999999761581421,0.550000011920929,0.65,-0.08,0.75,-0.0,-0.01,0.4,0.79,0.05,-0.12,0.043274641036987305,0.1
0.0,1.5833692662641614,-0.4194215529216428,0.9100000262260437,-0.5699999928474426,0.67,0.15,0.75,-0.01,-0.01,0.4,0.86,0.05,0.22,0.04327535629272461,0.1
0.0,1.5532837964476331,0.4675248473694489,0.9200000166893005,0.5600000023841858,0.63,-0.09,0.75,-0.01,-0.01,0.4,0.92,0.05,-0.14,0.03921175003051758,0.1
0.0,1.575834158357562,-0.3929540716982625,0.9200000166893005,-0.5299999713897705,0.66,0.14,0.75,-0.01,-0.01,0.4,0.99,0.05,0.21,0.038053274154663086,0.1
0.0,1.5538205424119922,0.4605844487450532,0.9100000262260437,0.550000011920929,0.64,-0.09,0.75,-0.01,-0.01,0.4,1.05,0.06,-0.14,0.04160761833190918,0.1
0.0,1.5756227371729359,-0.4009086605767387,0.9100000262260437,-0.5400000214576721,0.67,0.14,0.75,-0.01,-0.01,0.4,1.12,0.06,0.21,0.04117155075073242,0.1
0.0,1.5534577305557917,0.45800988887127436,0.9100000262260437,0.550000011920929,0.64,-0.09,0.75,-0.01,-0.01,0.4,1.18,0.06,-0.14,0.0477299690246582,0.1
0.0,1.5760370153297152,-0.40290615162493304,0.9100000262260437,-0.5400000214576721,0.67,0.14,0.75,-0.01,-0.01,0.4,1.25,0.06,0.2,0.04535079002380371,0.1
0.0,1.5531788650431002,0.45607993260908675,0.9100000262260437,0.550000011920929,0.64,-0.09,0.75,-0.01,-0.01,0.4,1.32,0.07,-0.15,0.04167032241821289,0.1
0.0,1.5763098708130545,-0.40423849890273944,0.9100000262260437,-0.5400000214576721,0.67,0.14,0.75,-0.01,-0.01,0.4,1.38,0.07,0.2,0.04266500473022461,0.1
0.0,1.5529897386524545,0.4947937254821476,0.9100000262260437,0.5899999737739563,0.64,-0.1,0.75,-0.01,-0.01,0.4,1.45,0.07,-0.15,0.03711414337158203,0.1
0.0,1.5741424275386366,-0.38509411806348703,0.9200000166893005,-0.5299999713897705,0.65,0.14,0.75,-0.01,-0.01,0.4,1.51,0.07,0.22,0.039926767349243164,0.1
0.0,1.5546824923836797,0.4270269958872601,0.9100000262260437,0.5099999904632568,0.64,-0.08,0.75,-0.01,-0.01,0.4,1.58,0.07,-0.13,0.040383100509643555,0.1
0.0,1.5769228681473502,-0.3763010813391857,0.8999999761581421,-0.5099999904632568,0.68,0.13,0.75,-0.01,-0.01,0.4,1.65,0.08,0.19,0.04128265380859375,0.1
0.0,1.5539948547531437,0.461170406656079,0.8999999761581421,0.550000011920929,0.65,-0.09,0.75,-0.01,-0.01,0.4,1.71,0.08,-0.14,0.0394749641418457,0.1
0.0,1.5753432233916511,-0.3995776942249707,0.9100000262260437,-0.5400000214576721,0.67,0.14,0.75,-0.01,-0.01,0.4,1.78,0.08,0.21,0.03712725639343262,0.1
0.0,1.5535493989346842,0.45865339246341885,0.9100000262260437,0.550000011920929,0.64,-0.09,0.75,-0.01,-0.01,0.4,1.85,0.08,-0.14,0.03940415382385254,0.1
