curr_vel_x,curr_vel_y,des_vel_x,des_vel_y,ori_goal,raidus,robot_pose_x,robot_pose_y,robot_ori,action_x,action_y,time_action,time_step
0.0,0.0,1.5,0.0,0.0,0.4,0.0,0.0,0.0,0.9900000095367432,0.47999998927116394,0.00645756721496582,0.1
0.98,0.15,1.5,-0.0,-0.0,0.4,0.1,0.01,0.15,0.8799999952316284,-0.03999999910593033,0.0018193721771240234,0.1
1.48,0.22,1.5,-0.01,-0.0,0.4,0.25,0.03,0.15,0.23000000417232513,-0.46000000834465027,0.0018999576568603516,0.1
1.43,-0.0,1.5,-0.01,-0.01,0.4,0.39,0.04,-0.0,0.27000001072883606,-0.12999999523162842,0.00228118896484375,0.1
1.49,-0.0,1.5,-0.01,-0.01,0.4,0.54,0.04,-0.0,0.11999999731779099,-0.18000000715255737,0.001825094223022461,0.1
1.49,-0.09,1.5,-0.01,-0.0,0.4,0.69,0.03,-0.06,0.07000000029802322,-0.05000000074505806,0.001600503921508789,0.1
1.5,-0.09,1.5,-0.01,-0.0,0.4,0.84,0.03,-0.06,0.0,-0.07999999821186066,0.0015964508056640625,0.1
1.5,-0.09,1.5,-0.0,-0.0,0.4,0.99,0.02,-0.06,-0.03999999910593033,-0.09000000357627869,0.001882314682006836,0.1
1.47,-0.09,1.5,-0.0,-0.0,0.4,1.13,0.01,-0.06,-0.029999999329447746,-0.10999999940395355,0.0018115043640136719,0.1
1.45,-0.09,1.5,0.0,0.0,0.4,1.28,-0.0,-0.06,-0.05000000074505806,-0.12999999523162842,0.0016727447509765625,0.1
1.41,-0.09,1.5,0.0,0.0,0.4,1.42,-0.01,-0.06,-0.03999999910593033,-0.14000000059604645,0.0017142295837402344,0.1
1.37,-0.16,1.5,0.01,0.0,0.4,1.56,-0.02,-0.11,-0.03999999910593033,-0.019999999552965164,0.0018224716186523438,0.1
1.33,-0.15,1.5,0.01,0.01,0.4,1.69,-0.04,-0.11,-0.029999999329447746,-0.05000000074505806,0.0017638206481933594,0.1
1.31,-0.15,1.5,0.01,0.01,0.4,1.82,-0.05,-0.11,-0.05000000074505806,-0.07999999821186066,0.0021562576293945312,0.1
1.27,-0.15,1.5,0.02,0.01,0.4,1.95,-0.07,-0.11,-0.029999999329447746,-0.07999999821186066,0.0020952224731445312,0.1
1.25,-0.14,1.5,0.02,0.01,0.4,2.07,-0.08,-0.11,-0.07999999821186066,-0.1599999964237213,0.001753091812133789,0.1
1.18,-0.22,1.5,0.03,0.02,0.4,2.19,-0.1,-0.18,-0.03999999910593033,-0.009999999776482582,0.0016694068908691406,0.1
1.14,-0.21,1.5,0.03,0.02,0.4,2.31,-0.12,-0.18,-0.05000000074505806,-0.10000000149011612,0.0016810894012451172,0.1
1.11,-0.21,1.5,0.04,0.03,0.4,2.42,-0.14,-0.18,-0.07999999821186066,-0.14000000059604645,0.0019686222076416016,0.1
1.05,-0.27,1.5,0.05,0.03,0.4,2.52,-0.17,-0.25,-0.07999999821186066,-0.09000000357627869,0.0015873908996582031,0.1
0.98,-0.31,1.5,0.05,0.04,0.4,2.62,-0.19,-0.31,-0.10000000149011612,-0.10000000149011612,0.0016701221466064453,0.1
0.89,-0.35,1.5,0.06,0.04,0.4,2.71,-0.23,-0.37,-0.11999999731779099,-0.10999999940395355,0.0022535324096679688,0.1
0.8,-0.39,1.5,0.08,0.05,0.4,2.79,-0.26,-0.45,-0.12999999523162842,-0.019999999552965164,0.001966714859008789,0.1
0.7,-0.34,1.5,0.09,0.06,0.4,2.86,-0.3,-0.45,-0.029999999329447746,-0.019999999552965164,0.0018537044525146484,0.1
0.68,-0.33,1.5,0.1,0.06,0.4,2.93,-0.33,-0.45,0.009999999776482582,-0.10000000149011612,0.0018465518951416016,0.1
0.71,-0.39,1.5,0.11,0.07,0.4,3.0,-0.37,-0.5,0.019999999552965164,-0.15000000596046448,0.0015904903411865234,0.1
0.76,-0.49,1.49,0.13,0.08,0.4,3.08,-0.41,-0.57,0.949999988079071,0.6399999856948853,0.0017452239990234375,0.1
1.07,-0.48,1.49,0.15,0.1,0.4,3.18,-0.47,-0.42,-0.09000000357627869,-0.23000000417232513,0.0018303394317626953,0.1
1.02,-0.59,1.49,0.17,0.11,0.4,3.29,-0.52,-0.52,0.9300000071525574,0.5,0.0018260478973388672,0.1
1.25,-0.49,1.49,0.19,0.13,0.4,3.41,-0.58,-0.37,0.9599999785423279,0.09000000357627869,0.0021505355834960938,0.1
1.42,-0.46,1.49,0.21,0.14,0.4,3.55,-0.63,-0.32,0.9700000286102295,-0.0,0.0019042491912841797,0.1
1.43,-0.47,1.48,0.23,0.16,0.4,3.69,-0.68,-0.32,0.9800000190734863,0.20999999344348907,0.001617431640625,0.1
1.44,-0.36,1.48,0.25,0.17,0.4,3.83,-0.72,-0.24,0.9800000190734863,0.20999999344348907,0.001695394515991211,0.1
1.46,-0.25,1.47,0.27,0.18,0.4,3.98,-0.75,-0.17,0.9800000190734863,0.1899999976158142,0.0018243789672851562,0.1
1.48,-0.16,1.47,0.29,0.2,0.4,4.13,-0.77,-0.11,0.9800000190734863,0.20000000298023224,0.0021409988403320312,0.1
1.49,-0.06,1.47,0.31,0.21,0.4,4.28,-0.78,-0.04,0.9800000190734863,0.17000000178813934,0.001825571060180664,0.1
1.49,0.03,1.47,0.32,0.22,0.4,4.42,-0.78,0.02,0.9700000286102295,0.10999999940395355,0.0017247200012207031,0.1
1.5,0.03,1.46,0.33,0.22,0.4,4.57,-0.78,0.02,0.9700000286102295,0.20999999344348907,0.0016551017761230469,0.1
1.48,0.13,1.46,0.34,0.23,0.4,4.72,-0.77,0.09,0.9700000286102295,0.10999999940395355,0.0020058155059814453,0.1
1.49,0.13,1.46,0.35,0.24,0.4,4.87,-0.76,0.09,0.9700000286102295,0.18000000715255737,0.0016760826110839844,0.1
1.47,0.22,1.46,0.36,0.24,0.4,5.02,-0.74,0.15,0.9700000286102295,0.07999999821186066,0.0020422935485839844,0.1
1.48,0.22,1.45,0.37,0.25,0.4,5.17,-0.72,0.15,0.9599999785423279,0.12999999523162842,0.0016398429870605469,0.1
1.47,0.22,1.45,0.38,0.25,0.4,5.32,-0.7,0.15,0.9599999785423279,0.18000000715255737,0.0016977787017822266,0.1
1.46,0.3,1.45,0.38,0.26,0.4,5.46,-0.67,0.2,0.9599999785423279,0.07999999821186066,0.001672506332397461,0.1
1.47,0.3,1.45,0.39,0.26,0.4,5.61,-0.64,0.2,0.949999988079071,0.10999999940395355,0.001766204833984375,0.1
1.47,0.3,1.45,0.39,0.27,0.4,5.76,-0.61,0.2,0.949999988079071,0.12999999523162842,0.0018472671508789062,0.1
1.47,0.3,1.45,0.4,0.27,0.4,5.9,-0.58,0.2,0.9399999976158142,0.15000000596046448,0.0017719268798828125,0.1
1.46,0.3,1.44,0.41,0.28,0.4,6.05,-0.55,0.2,0.9399999976158142,0.18000000715255737,0.0016977787017822266,0.1
1.44,0.38,1.44,0.41,0.28,0.4,6.19,-0.52,0.26,0.9399999976158142,0.05999999865889549,0.0019516944885253906,0.1
1.45,0.38,1.44,0.42,0.28,0.4,6.34,-0.48,0.26,0.9399999976158142,0.07000000029802322,0.0015752315521240234,0.1
1.45,0.38,1.44,0.42,0.28,0.4,6.48,-0.44,0.26,0.5799999833106995,-0.3100000023841858,0.00165557861328125,0.1
1.45,0.22,1.44,0.43,0.29,0.4,6.63,-0.41,0.15,0.5600000023841858,0.23999999463558197,0.001649618148803711,0.1
1.44,0.33,1.43,0.45,0.3,0.4,6.77,-0.38,0.23,0.5699999928474426,-0.03999999910593033,0.0017971992492675781,0.1
1.46,0.33,1.43,0.46,0.31,0.4,6.92,-0.35,0.23,0.5299999713897705,-0.019999999552965164,0.0017423629760742188,0.1
1.46,0.33,1.42,0.48,0.33,0.4,7.07,-0.32,0.23,0.5,0.05999999865889549,0.001703500747680664,0.1
1.46,0.33,1.41,0.51,0.35,0.4,7.21,-0.28,0.23,0.4699999988079071,0.17000000178813934,0.0017137527465820312,0.1
1.45,0.33,1.4,0.54,0.37,0.4,7.36,-0.25,0.23,0.4699999988079071,0.27000001072883606,0.002172708511352539,0.1
1.41,0.44,1.38,0.59,0.4,0.4,7.5,-0.21,0.3,0.5299999713897705,0.12999999523162842,0.0021865367889404297,0.1
1.43,0.45,1.36,0.64,0.44,0.4,7.64,-0.17,0.3,0.4399999976158142,0.25999999046325684,0.0021584033966064453,0.1
1.39,0.54,1.32,0.72,0.5,0.4,7.78,-0.12,0.37,0.46000000834465027,0.27000001072883606,0.0022051334381103516,0.1
