curr_vel_x,curr_vel_y,des_vel_x,des_vel_y,ori_goal,raidus,robot_pose_x,robot_pose_y,robot_ori,action_x,action_y,time_action,time_step
0.0,0.0,1.5,0.0,0.0,0.4,0.0,0.0,0.0,0.9900000095367432,0.47999998927116394,0.005585908889770508,0.1
0.98,0.15,1.5,-0.0,-0.0,0.4,0.1,0.01,0.15,0.8799999952316284,-0.03999999910593033,0.001857757568359375,0.1
1.48,0.22,1.5,-0.01,-0.0,0.4,0.25,0.03,0.15,0.23000000417232513,-0.46000000834465027,0.0017848014831542969,0.1
1.43,-0.0,1.5,-0.01,-0.01,0.4,0.39,0.04,-0.0,0.27000001072883606,-0.12999999523162842,0.001718282699584961,0.1
1.49,-0.0,1.5,-0.01,-0.01,0.4,0.54,0.04,-0.0,0.11999999731779099,-0.18000000715255737,0.0017247200012207031,0.1
1.49,-0.09,1.5,-0.01,-0.0,0.4,0.69,0.03,-0.06,0.07000000029802322,-0.05000000074505806,0.0017948150634765625,0.1
1.5,-0.09,1.5,-0.01,-0.0,0.4,0.84,0.03,-0.06,0.0,-0.07999999821186066,0.0018527507781982422,0.1
1.5,-0.09,1.5,-0.0,-0.0,0.4,0.99,0.02,-0.06,-0.03999999910593033,-0.09000000357627869,0.0017895698547363281,0.1
1.47,-0.09,1.5,-0.0,-0.0,0.4,1.13,0.01,-0.06,-0.029999999329447746,-0.10999999940395355,0.0017654895782470703,0.1
1.45,-0.09,1.5,0.0,0.0,0.4,1.28,-0.0,-0.06,-0.05000000074505806,-0.12999999523162842,0.0017364025115966797,0.1
1.41,-0.09,1.5,0.0,0.0,0.4,1.42,-0.01,-0.06,-0.03999999910593033,-0.14000000059604645,0.0017015933990478516,0.1
1.37,-0.16,1.5,0.01,0.0,0.4,1.56,-0.02,-0.11,-0.03999999910593033,-0.019999999552965164,0.001714468002319336,0.1
1.33,-0.15,1.5,0.01,0.01,0.4,1.69,-0.04,-0.11,-0.029999999329447746,-0.05000000074505806,0.0017290115356445312,0.1
1.31,-0.15,1.5,0.01,0.01,0.4,1.82,-0.05,-0.11,-0.05000000074505806,-0.07999999821186066,0.0017664432525634766,0.1
1.27,-0.15,1.5,0.02,0.01,0.4,1.95,-0.07,-0.11,-0.029999999329447746,-0.07999999821186066,0.0019366741180419922,0.1
1.25,-0.14,1.5,0.02,0.01,0.4,2.07,-0.08,-0.11,-0.07999999821186066,-0.1599999964237213,0.0018391609191894531,0.1
1.18,-0.22,1.5,0.03,0.02,0.4,2.19,-0.1,-0.18,-0.03999999910593033,-0.009999999776482582,0.0020551681518554688,0.1
1.14,-0.21,1.5,0.03,0.02,0.4,2.31,-0.12,-0.18,-0.05000000074505806,-0.10000000149011612,0.002089977264404297,0.1
1.11,-0.21,1.5,0.04,0.03,0.4,2.42,-0.14,-0.18,-0.07999999821186066,-0.14000000059604645,0.0016429424285888672,0.1
1.05,-0.27,1.5,0.05,0.03,0.4,2.52,-0.17,-0.25,-0.07999999821186066,-0.09000000357627869,0.0018756389617919922,0.1
0.98,-0.31,1.5,0.05,0.04,0.4,2.62,-0.19,-0.31,-0.10000000149011612,-0.10000000149011612,0.002214670181274414,0.1
0.89,-0.35,1.5,0.06,0.04,0.4,2.71,-0.23,-0.37,-0.11999999731779099,-0.10999999940395355,0.0020170211791992188,0.1
0.8,-0.39,1.5,0.08,0.05,0.4,2.79,-0.26,-0.45,-0.12999999523162842,-0.019999999552965164,0.0016622543334960938,0.1
0.7,-0.34,1.5,0.09,0.06,0.4,2.86,-0.3,-0.45,-0.029999999329447746,-0.019999999552965164,0.0016481876373291016,0.1
0.68,-0.33,1.5,0.1,0.06,0.4,2.93,-0.33,-0.45,0.009999999776482582,-0.10000000149011612,0.0016579627990722656,0.1
0.71,-0.39,1.5,0.11,0.07,0.4,3.0,-0.37,-0.5,0.019999999552965164,-0.15000000596046448,0.001711130142211914,0.1
0.76,-0.49,1.49,0.13,0.08,0.4,3.08,-0.41,-0.57,0.949999988079071,0.6399999856948853,0.001718282699584961,0.1
1.07,-0.48,1.49,0.15,0.1,0.4,3.18,-0.47,-0.42,-0.09000000357627869,-0.23000000417232513,0.0017707347869873047,0.1
1.02,-0.59,1.49,0.17,0.11,0.4,3.29,-0.52,-0.52,0.9300000071525574,0.5,0.0017638206481933594,0.1
1.25,-0.49,1.49,0.19,0.13,0.4,3.41,-0.58,-0.37,0.9599999785423279,0.09000000357627869,0.001691579818725586,0.1
1.42,-0.46,1.49,0.21,0.14,0.4,3.55,-0.63,-0.32,0.9700000286102295,-0.0,0.0017502307891845703,0.1
1.43,-0.47,1.48,0.23,0.16,0.4,3.69,-0.68,-0.32,0.9800000190734863,0.20999999344348907,0.001560211181640625,0.1
1.44,-0.36,1.48,0.25,0.17,0.4,3.83,-0.72,-0.24,0.9800000190734863,0.20999999344348907,0.001529693603515625,0.1
