curr_vel_x,curr_vel_y,des_vel_x,des_vel_y,ori_goal,raidus,robot_pose_x,robot_pose_y,robot_ori,action_x,action_y,time_action,time_step
0.0,0.0,1.5,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.18000000715255737,0.0030570030212402344,0.1
1.0,0.09,1.5,-0.0,-0.0,0.4,0.1,0.0,0.09,0.9900000095367432,-0.6000000238418579,0.001882314682006836,0.1
1.36,-0.16,1.5,-0.0,-0.0,0.4,0.24,0.0,-0.12,0.8199999928474426,0.03999999910593033,0.0014531612396240234,0.1
1.49,-0.18,1.5,0.0,0.0,0.4,0.39,-0.02,-0.12,0.6000000238418579,0.03999999910593033,0.0016009807586669922,0.1
1.49,-0.18,1.5,0.01,0.0,0.4,0.53,-0.03,-0.12,0.6000000238418579,0.07000000029802322,0.0015325546264648438,0.1
1.49,-0.18,1.5,0.01,0.01,0.4,0.68,-0.05,-0.12,0.6000000238418579,0.07000000029802322,0.001451730728149414,0.1
1.49,-0.18,1.5,0.01,0.01,0.4,0.83,-0.07,-0.12,0.6000000238418579,0.07000000029802322,0.001580953598022461,0.1
1.49,-0.18,1.5,0.02,0.01,0.4,0.98,-0.09,-0.12,0.6000000238418579,0.10999999940395355,0.001451730728149414,0.1
1.49,-0.18,1.5,0.02,0.02,0.4,1.13,-0.11,-0.12,0.6000000238418579,0.10999999940395355,0.0014958381652832031,0.1
1.49,-0.18,1.5,0.03,0.02,0.4,1.28,-0.12,-0.12,0.5899999737739563,0.14000000059604645,0.001504659652709961,0.1
1.48,-0.18,1.5,0.03,0.02,0.4,1.43,-0.14,-0.12,0.6200000047683716,0.14000000059604645,0.0016710758209228516,0.1
1.48,-0.18,1.5,0.04,0.02,0.4,1.57,-0.16,-0.12,0.6100000143051147,0.18000000715255737,0.001508474349975586,0.1
1.49,-0.09,1.5,0.04,0.03,0.4,1.72,-0.17,-0.06,0.6100000143051147,-0.11999999731779099,0.0014560222625732422,0.1
1.5,-0.09,1.5,0.04,0.03,0.4,1.87,-0.18,-0.06,0.5899999737739563,-0.12999999523162842,0.0014407634735107422,0.1
1.49,-0.09,1.5,0.05,0.03,0.4,2.02,-0.19,-0.06,0.6100000143051147,-0.09000000357627869,0.0015079975128173828,0.1
1.5,-0.09,1.5,0.05,0.03,0.4,2.17,-0.2,-0.06,0.5899999737739563,-0.09000000357627869,0.001500844955444336,0.1
1.5,-0.09,1.5,0.05,0.04,0.4,2.32,-0.21,-0.06,0.5899999737739563,-0.09000000357627869,0.0014908313751220703,0.1
1.5,-0.09,1.5,0.06,0.04,0.4,2.47,-0.22,-0.06,0.5799999833106995,-0.05999999865889549,0.0015497207641601562,0.1
1.5,-0.09,1.5,0.06,0.04,0.4,2.62,-0.23,-0.06,0.5799999833106995,-0.05999999865889549,0.0014510154724121094,0.1
1.5,-0.09,1.5,0.07,0.04,0.4,2.77,-0.23,-0.06,0.5799999833106995,-0.029999999329447746,0.0015540122985839844,0.1
1.5,-0.09,1.5,0.07,0.05,0.4,2.92,-0.24,-0.06,0.5799999833106995,-0.029999999329447746,0.001695871353149414,0.1
1.5,-0.09,1.5,0.08,0.05,0.4,3.07,-0.25,-0.06,0.5799999833106995,0.0,0.001535654067993164,0.1
1.5,-0.09,1.5,0.08,0.05,0.4,3.22,-0.26,-0.06,0.5799999833106995,0.0,0.001434326171875,0.1
1.5,-0.09,1.5,0.09,0.06,0.4,3.37,-0.27,-0.06,0.5799999833106995,0.03999999910593033,0.0018012523651123047,0.1
1.5,-0.09,1.5,0.09,0.06,0.4,3.52,-0.28,-0.06,0.5799999833106995,0.03999999910593033,0.0016522407531738281,0.1
1.5,-0.09,1.5,0.1,0.07,0.4,3.67,-0.29,-0.06,0.5699999928474426,0.07000000029802322,0.0014040470123291016,0.1
1.5,-0.09,1.5,0.11,0.07,0.4,3.82,-0.3,-0.06,0.5699999928474426,0.10000000149011612,0.0017180442810058594,0.1
1.5,-0.09,1.5,0.11,0.08,0.4,3.97,-0.3,-0.06,0.5699999928474426,0.10000000149011612,0.0014548301696777344,0.1
1.5,-0.09,1.5,0.12,0.08,0.4,4.12,-0.31,-0.06,0.5699999928474426,0.14000000059604645,0.0014355182647705078,0.1
1.49,-0.09,1.49,0.13,0.09,0.4,4.27,-0.32,-0.06,0.5699999928474426,0.18000000715255737,0.0014803409576416016,0.1
1.49,0.0,1.49,0.14,0.09,0.4,4.42,-0.33,0.0,0.5799999833106995,-0.07999999821186066,0.0018458366394042969,0.1
1.5,0.0,1.49,0.14,0.09,0.4,4.57,-0.33,0.0,0.5600000023841858,-0.09000000357627869,0.0017862319946289062,0.1
1.5,0.0,1.49,0.15,0.1,0.4,4.72,-0.33,0.0,0.5600000023841858,-0.05000000074505806,0.0018990039825439453,0.1
1.5,0.0,1.49,0.16,0.1,0.4,4.87,-0.33,0.0,0.5600000023841858,-0.019999999552965164,0.0014958381652832031,0.1
1.5,0.0,1.49,0.16,0.11,0.4,5.02,-0.33,0.0,0.5600000023841858,-0.019999999552965164,0.0014629364013671875,0.1
