robot_id,cmd_vel_omni_x,cmd_vel_omni_y,cmd_vel_linear_x,cmd_vel_angular_z,cur_vel_x_init,cur_vel_y_init,cur_vel_linear_x_init,cur_vel_angular_z_init,time_stamp_init,cur_vel_x_final,cur_vel_y_final,cur_vel_linear_x_final,cur_vel_angular_z_final,time_stamp_final
0.0,2.0378135528470187,0.020960641080268863,2.035974467209377,0.0,1.4978135313893466,0.08096063973916436,1.5,0.53,27.07726764678955,1.4978135313893466,0.08096063973916436,1.5,0.0,27.082387924194336
0.0,2.0378135528470187,0.05096064040971661,2.037593679967968,0.0,1.4978135313893466,0.08096063973916436,1.5,0.0,27.461709022521973,1.4978135313893466,0.08096063973916436,1.5,0.0,27.466434478759766
0.0,2.027813502779117,0.09096063951564694,2.02976715677524,0.0,1.4978135313893466,0.08096063973916436,1.5,0.0,27.902097463607788,1.4978135313893466,0.08096063973916436,1.5,0.0,27.90765070915222
0.0,2.027813502779117,0.12096063884509468,2.0313863695338314,0.0,1.4978135313893466,0.08096063973916436,1.5,0.0,28.477505683898926,1.4978135313893466,0.08096063973916436,1.5,0.0,28.484601736068726
0.0,2.027813502779117,0.160960637951025,2.0335453198786193,0.0,1.4978135313893466,0.08096063973916436,1.5,0.0,29.4422128200531,1.5077989549319422,0.08150037733742546,1.51,0.0,29.447527647018433
0.0,1.987798944203106,0.2215003779334719,1.9968566457392198,0.0,1.5077989549319422,0.08150037733742546,1.51,0.0,29.92807698249817,1.5077989549319422,0.08150037733742546,1.51,0.0,29.936798572540283
0.0,1.987798944203106,0.3215003719730074,2.0022540214001223,0.531741570755395,1.5077989549319422,0.08150037733742546,1.51,0.0,30.48319935798645,1.5065761653645628,0.20156452553812487,1.52,0.79,30.488196849822998
0.0,1.97657616417247,0.12156452732626422,1.9752405488439089,0.0,1.5065761653645628,0.20156452553812487,1.52,0.79,30.87605047225952,1.4867527947676606,0.19891236072841267,1.5,0.0,30.881470441818237
0.0,2.0067527756941743,0.16891236139896493,2.0114293694887686,0.0,1.4867527947676606,0.19891236072841267,1.5,0.0,31.399741888046265,1.4966644800661117,0.20023844313326877,1.51,0.0,31.40529155731201
0.0,1.9666644788740189,0.270238443431292,1.985131784719148,0.0,1.4966644800661117,0.20023844313326877,1.51,0.0,31.904720306396484,1.5065761653645628,0.20156452553812487,1.52,0.0,31.912514209747314
0.0,1.9165761617882842,0.3715645273262642,1.9489224948114745,0.0,1.5065761653645628,0.20156452553812487,1.52,0.0,32.33660006523132,1.5128651825172976,0.2878175455508288,1.54,0.55,32.342655181884766
0.0,1.912865188477762,0.30781754510379394,1.9366898914328898,0.0,1.5128651825172976,0.2878175455508288,1.54,0.55,33.26491117477417,1.5030413826308218,0.2859486004498494,1.53,0.0,33.28002429008484
0.0,1.8630413969359365,0.5159486046221745,1.926642548068504,0.0,1.5030413826308218,0.2859486004498494,1.53,0.0,33.82457375526428,1.5172322656711859,0.40361646647068367,1.57,0.72,33.829625844955444
0.0,1.7572322603067678,0.5936164640864978,1.8507788938147451,0.0,1.5172322656711859,0.40361646647068367,1.57,0.72,34.24504065513611,1.5197802437024766,0.5002679390603014,1.6,0.58,34.25077557563782
