curr_vel_x,curr_vel_y,des_vel_x,des_vel_y,ori_goal,raidus,robot_pose_x,robot_pose_y,robot_ori,action_x,action_y,time_action,time_step
0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.0,0.7300000190734863,0.46000000834465027,0.17269515991210938,0.1
0.37,0.02,0.5,-0.0,-0.0,0.4,0.04,0.0,0.05,0.4399999976158142,0.36000001430511475,0.11468338966369629,0.1
0.41,0.04,0.5,-0.0,-0.0,0.4,0.08,0.0,0.1,0.3700000047683716,0.3199999928474426,0.153611421585083,0.1
0.43,0.06,0.5,-0.0,-0.0,0.4,0.12,0.01,0.15,0.33000001311302185,0.2800000011920929,0.10526347160339355,0.1
0.44,0.09,0.5,-0.0,-0.0,0.4,0.16,0.02,0.2,0.30000001192092896,0.2199999988079071,0.09691214561462402,0.1
0.46,0.12,0.5,-0.0,-0.0,0.4,0.21,0.03,0.25,0.25,0.1599999964237213,0.05780625343322754,0.1
0.46,0.14,0.5,-0.0,-0.01,0.4,0.26,0.04,0.3,0.23000000417232513,0.11999999731779099,0.03843975067138672,0.1
0.46,0.17,0.5,-0.0,-0.01,0.4,0.3,0.06,0.35,0.2199999988079071,0.05999999865889549,0.23974227905273438,0.1
0.47,0.17,0.5,-0.0,-0.01,0.4,0.35,0.07,0.35,0.1899999976158142,0.05000000074505806,0.05277252197265625,0.1
0.47,0.17,0.5,-0.01,-0.01,0.4,0.4,0.09,0.35,0.17000000178813934,0.019999999552965164,0.16763997077941895,0.1
0.47,0.17,0.5,-0.01,-0.01,0.4,0.44,0.11,0.35,0.15000000596046448,0.019999999552965164,0.13759803771972656,0.1
0.47,0.17,0.5,-0.01,-0.02,0.4,0.49,0.12,0.35,0.14000000059604645,0.009999999776482582,0.14293813705444336,0.1
0.47,0.17,0.5,-0.01,-0.02,0.4,0.54,0.14,0.35,0.12999999523162842,0.009999999776482582,0.12406539916992188,0.1
0.47,0.17,0.5,-0.01,-0.02,0.4,0.59,0.16,0.35,0.10999999940395355,-0.0,0.3453090190887451,0.1
0.47,0.17,0.5,-0.01,-0.02,0.4,0.63,0.18,0.35,0.09000000357627869,-0.009999999776482582,0.15194272994995117,0.1
0.47,0.17,0.5,-0.01,-0.03,0.4,0.68,0.19,0.35,0.07999999821186066,-0.009999999776482582,0.15191054344177246,0.1
0.47,0.17,0.5,-0.01,-0.03,0.4,0.73,0.21,0.35,0.05999999865889549,-0.009999999776482582,0.0789940357208252,0.1
0.47,0.17,0.5,-0.02,-0.03,0.4,0.77,0.23,0.35,0.05000000074505806,-0.03999999910593033,0.10744571685791016,0.1
0.47,0.17,0.5,-0.02,-0.03,0.4,0.82,0.24,0.35,0.029999999329447746,-0.03999999910593033,0.07898330688476562,0.1
0.47,0.17,0.5,-0.02,-0.04,0.4,0.87,0.26,0.35,0.009999999776482582,-0.05000000074505806,0.15697765350341797,0.1
0.47,0.14,0.5,-0.02,-0.04,0.4,0.91,0.28,0.3,-0.0,0.009999999776482582,0.12227439880371094,0.1
0.47,0.14,0.5,-0.02,-0.04,0.4,0.96,0.29,0.3,-0.009999999776482582,0.009999999776482582,0.06622457504272461,0.1
