curr_vel_x,curr_vel_y,des_vel_x,des_vel_y,ori_goal,raidus,robot_pose_x,robot_pose_y,robot_ori,action_x,action_y,time_action,time_step
0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.0,0.7300000190734863,0.46000000834465027,0.048558712005615234,0.1
0.37,0.02,0.5,-0.0,-0.0,0.4,0.04,0.0,0.05,0.4399999976158142,0.36000001430511475,0.002244710922241211,0.1
0.41,0.04,0.5,-0.0,-0.0,0.4,0.08,0.0,0.1,0.3700000047683716,0.3199999928474426,0.0858607292175293,0.1
0.43,0.06,0.5,-0.0,-0.0,0.4,0.12,0.01,0.15,0.33000001311302185,0.2800000011920929,0.015210628509521484,0.1
0.44,0.09,0.5,-0.0,-0.0,0.4,0.16,0.02,0.2,0.30000001192092896,0.2199999988079071,0.020281314849853516,0.1
0.46,0.12,0.5,-0.0,-0.0,0.4,0.21,0.03,0.25,0.25,0.1599999964237213,0.0025343894958496094,0.1
0.46,0.14,0.5,-0.0,-0.01,0.4,0.26,0.04,0.3,0.23000000417232513,0.11999999731779099,0.004983425140380859,0.1
0.46,0.17,0.5,-0.0,-0.01,0.4,0.3,0.06,0.35,0.2199999988079071,0.05999999865889549,0.003431081771850586,0.1
0.47,0.17,0.5,-0.0,-0.01,0.4,0.35,0.07,0.35,0.1899999976158142,0.05000000074505806,0.003272533416748047,0.1
0.47,0.17,0.5,-0.01,-0.01,0.4,0.4,0.09,0.35,0.17000000178813934,0.019999999552965164,0.11227059364318848,0.1
0.47,0.17,0.5,-0.01,-0.01,0.4,0.44,0.11,0.35,0.15000000596046448,0.019999999552965164,0.03875589370727539,0.1
0.47,0.17,0.5,-0.01,-0.02,0.4,0.49,0.12,0.35,0.14000000059604645,0.009999999776482582,0.33310508728027344,0.1
0.47,0.17,0.5,-0.01,-0.02,0.4,0.54,0.14,0.35,0.12999999523162842,0.009999999776482582,0.2512967586517334,0.1
0.47,0.17,0.5,-0.01,-0.02,0.4,0.59,0.16,0.35,0.10999999940395355,-0.0,0.5451602935791016,0.1
0.47,0.17,0.5,-0.01,-0.02,0.4,0.63,0.18,0.35,0.09000000357627869,-0.009999999776482582,0.15041565895080566,0.1
0.47,0.17,0.5,-0.01,-0.03,0.4,0.68,0.19,0.35,0.07999999821186066,-0.009999999776482582,0.07110857963562012,0.1
0.47,0.17,0.5,-0.01,-0.03,0.4,0.73,0.21,0.35,0.05999999865889549,-0.009999999776482582,0.1084909439086914,0.1
0.47,0.17,0.5,-0.02,-0.03,0.4,0.77,0.23,0.35,0.05000000074505806,-0.03999999910593033,0.20197725296020508,0.1
0.47,0.17,0.5,-0.02,-0.03,0.4,0.82,0.24,0.35,0.029999999329447746,-0.03999999910593033,0.09395718574523926,0.1
0.47,0.17,0.5,-0.02,-0.04,0.4,0.87,0.26,0.35,0.009999999776482582,-0.05000000074505806,0.059223175048828125,0.1
0.47,0.14,0.5,-0.02,-0.04,0.4,0.91,0.28,0.3,-0.0,0.009999999776482582,0.05538678169250488,0.1
0.47,0.14,0.5,-0.02,-0.04,0.4,0.96,0.29,0.3,-0.009999999776482582,0.009999999776482582,0.12190628051757812,0.1
0.46,0.14,0.5,-0.02,-0.04,0.4,1.01,0.31,0.3,-0.009999999776482582,0.009999999776482582,0.002888917922973633,0.1
0.45,0.14,0.5,-0.02,-0.05,0.4,1.05,0.32,0.3,-0.0,0.019999999552965164,0.09612441062927246,0.1
0.46,0.14,0.5,-0.02,-0.05,0.4,1.1,0.33,0.3,-0.029999999329447746,0.009999999776482582,0.021341562271118164,0.1
0.43,0.13,0.5,-0.03,-0.05,0.4,1.14,0.35,0.3,0.009999999776482582,0.019999999552965164,0.03221321105957031,0.1
0.45,0.14,0.5,-0.03,-0.05,0.4,1.18,0.36,0.3,-0.029999999329447746,0.009999999776482582,0.23940038681030273,0.1
0.42,0.13,0.5,-0.03,-0.06,0.4,1.23,0.37,0.3,0.009999999776482582,0.03999999910593033,0.06003522872924805,0.1
0.44,0.14,0.5,-0.03,-0.06,0.4,1.27,0.39,0.3,-0.029999999329447746,0.03999999910593033,0.00975942611694336,0.1
0.41,0.15,0.5,-0.03,-0.06,0.4,1.31,0.4,0.35,0.019999999552965164,0.03999999910593033,0.0022802352905273438,0.1
0.44,0.16,0.5,-0.03,-0.06,0.4,1.36,0.42,0.35,-0.03999999910593033,0.03999999910593033,0.07761669158935547,0.1
0.41,0.17,0.5,-0.03,-0.07,0.4,1.4,0.43,0.4,0.009999999776482582,0.03999999910593033,0.03364300727844238,0.1
0.43,0.18,0.5,-0.03,-0.07,0.4,1.44,0.45,0.4,-0.03999999910593033,0.03999999910593033,0.01967597007751465,0.1
0.41,0.2,0.5,-0.04,-0.07,0.4,1.48,0.47,0.45,0.009999999776482582,0.009999999776482582,0.024637937545776367,0.1
0.41,0.2,0.5,-0.04,-0.08,0.4,1.52,0.49,0.45,0.0,0.03999999910593033,0.09793376922607422,0.1
0.43,0.21,0.5,-0.04,-0.08,0.4,1.57,0.51,0.45,-0.03999999910593033,0.05999999865889549,0.07538604736328125,0.1
0.41,0.22,0.5,-0.04,-0.08,0.4,1.61,0.53,0.5,0.0,0.07999999821186066,0.0752413272857666,0.1
0.43,0.26,0.5,-0.04,-0.09,0.4,1.65,0.56,0.55,-0.029999999329447746,0.03999999910593033,0.002398252487182617,0.1
0.41,0.28,0.5,-0.05,-0.09,0.4,1.69,0.59,0.6,0.009999999776482582,0.05000000074505806,0.003450155258178711,0.1
0.41,0.28,0.5,-0.05,-0.1,0.4,1.74,0.61,0.6,0.019999999552965164,0.12999999523162842,0.1387784481048584,0.1
