curr_vel_x,curr_vel_y,des_vel_x,des_vel_y,ori_goal,raidus,robot_pose_x,robot_pose_y,robot_ori,action_x,action_y,time_action,time_step
0.46,0.19,0.45,-0.22,-0.46,0.4,3.61,2.17,0.39,0.8700000047683716,-0.05999999865889549,0.03175640106201172,0.1
0.47,0.16,0.45,-0.22,-0.47,0.4,3.65,2.19,0.32,0.8600000143051147,-0.019999999552965164,0.10550808906555176,0.1
0.47,0.16,0.44,-0.23,-0.47,0.4,3.7,2.21,0.32,0.8600000143051147,-0.05999999865889549,0.23023629188537598,0.1
0.48,0.13,0.44,-0.23,-0.48,0.4,3.75,2.22,0.26,0.8500000238418579,-0.029999999329447746,0.16854023933410645,0.1
0.48,0.13,0.44,-0.23,-0.49,0.4,3.8,2.23,0.26,0.8500000238418579,-0.05000000074505806,0.0673677921295166,0.1
0.49,0.1,0.44,-0.24,-0.5,0.4,3.85,2.24,0.2,0.8500000238418579,-0.029999999329447746,0.0907137393951416,0.1
0.49,0.1,0.44,-0.24,-0.5,0.4,3.89,2.25,0.2,0.8500000238418579,-0.03999999910593033,0.2767772674560547,0.1
0.49,0.1,0.44,-0.24,-0.51,0.4,3.94,2.26,0.2,0.8500000238418579,-0.05999999865889549,0.1953589916229248,0.1
0.49,0.07,0.43,-0.25,-0.52,0.4,3.99,2.27,0.14,0.8399999737739563,-0.03999999910593033,0.1205437183380127,0.1
0.49,0.07,0.43,-0.25,-0.52,0.4,4.04,2.28,0.14,0.8399999737739563,-0.05000000074505806,0.0025472640991210938,0.1
0.5,0.05,0.43,-0.25,-0.53,0.4,4.09,2.28,0.09,0.8299999833106995,-0.029999999329447746,0.16708850860595703,0.1
0.5,0.05,0.43,-0.26,-0.54,0.4,4.14,2.29,0.09,0.8299999833106995,-0.05999999865889549,0.2259821891784668,0.1
0.5,0.02,0.43,-0.26,-0.54,0.4,4.19,2.29,0.03,0.8299999833106995,-0.009999999776482582,0.32705187797546387,0.1
0.5,0.02,0.43,-0.26,-0.55,0.4,4.24,2.29,0.03,0.8299999833106995,-0.019999999552965164,0.13064908981323242,0.1
0.5,0.02,0.43,-0.26,-0.55,0.4,4.29,2.3,0.03,0.6499999761581421,-0.8299999833106995,0.1395263671875,0.1
0.32,-0.13,0.42,-0.26,-0.56,0.4,4.32,2.29,-0.38,0.8999999761581421,-0.1899999976158142,0.3468637466430664,0.1
0.44,-0.22,0.42,-0.27,-0.56,0.4,4.37,2.27,-0.47,0.6600000262260437,0.1899999976158142,0.17369532585144043,0.1
0.42,-0.19,0.42,-0.27,-0.56,0.4,4.41,2.25,-0.42,0.7300000190734863,0.03999999910593033,0.04263019561767578,0.1
0.47,-0.18,0.42,-0.27,-0.56,0.4,4.46,2.23,-0.37,0.5899999737739563,-0.05000000074505806,0.06479358673095703,0.1
0.47,-0.18,0.42,-0.27,-0.56,0.4,4.5,2.21,-0.37,0.5899999737739563,-0.05000000074505806,0.11893796920776367,0.1
0.47,-0.18,0.42,-0.27,-0.57,0.4,4.55,2.19,-0.37,0.5899999737739563,-0.05000000074505806,0.041631221771240234,0.1
0.47,-0.18,0.42,-0.27,-0.57,0.4,4.6,2.18,-0.37,0.5899999737739563,-0.05000000074505806,0.06197690963745117,0.1
0.47,-0.18,0.42,-0.27,-0.57,0.4,4.64,2.16,-0.37,0.5899999737739563,-0.05000000074505806,0.1340315341949463,0.1
0.47,-0.18,0.42,-0.27,-0.57,0.4,4.69,2.14,-0.37,0.5899999737739563,-0.05000000074505806,0.11754751205444336,0.1
0.47,-0.18,0.42,-0.27,-0.58,0.4,4.74,2.12,-0.37,0.5899999737739563,-0.05000000074505806,0.016411304473876953,0.1
0.47,-0.18,0.42,-0.27,-0.58,0.4,4.78,2.1,-0.37,0.5899999737739563,-0.05000000074505806,0.22608232498168945,0.1
0.47,-0.18,0.42,-0.27,-0.58,0.4,4.83,2.09,-0.37,0.5899999737739563,-0.05000000074505806,0.1000833511352539,0.1
0.47,-0.18,0.42,-0.28,-0.58,0.4,4.88,2.07,-0.37,0.5899999737739563,-0.10999999940395355,0.10098385810852051,0.1
0.44,-0.21,0.42,-0.28,-0.59,0.4,4.92,2.05,-0.45,0.6600000262260437,0.07999999821186066,0.207136869430542,0.1
0.45,-0.19,0.42,-0.28,-0.59,0.4,4.97,2.03,-0.4,0.6499999761581421,-0.03999999910593033,0.10734939575195312,0.1
0.46,-0.19,0.41,-0.28,-0.59,0.4,5.01,2.01,-0.4,0.5799999833106995,-0.05000000074505806,0.13879966735839844,0.1
0.46,-0.19,0.41,-0.28,-0.59,0.4,5.06,1.99,-0.4,0.5799999833106995,-0.05000000074505806,0.06685566902160645,0.1
0.46,-0.19,0.41,-0.28,-0.6,0.4,5.1,1.97,-0.4,0.5799999833106995,-0.05000000074505806,0.19480276107788086,0.1
0.46,-0.19,0.41,-0.28,-0.6,0.4,5.15,1.95,-0.4,0.5799999833106995,-0.05000000074505806,0.13986992835998535,0.1
0.46,-0.19,0.41,-0.28,-0.6,0.4,5.2,1.93,-0.4,0.5799999833106995,-0.05000000074505806,0.16627073287963867,0.1
0.46,-0.19,0.41,-0.28,-0.61,0.4,5.24,1.91,-0.4,0.5799999833106995,-0.05000000074505806,0.1600809097290039,0.1
0.46,-0.19,0.41,-0.29,-0.61,0.4,5.29,1.89,-0.4,0.5799999833106995,-0.10999999940395355,0.08025050163269043,0.1
0.44,-0.22,0.41,-0.29,-0.61,0.4,5.33,1.87,-0.47,0.6200000047683716,0.07000000029802322,0.08451294898986816,0.1
0.45,-0.2,0.41,-0.29,-0.61,0.4,5.38,1.85,-0.42,0.6100000143051147,-0.05000000074505806,0.0019974708557128906,0.1
0.46,-0.2,0.41,-0.29,-0.62,0.4,5.42,1.83,-0.42,0.5799999833106995,-0.05000000074505806,0.16346240043640137,0.1
0.46,-0.2,0.41,-0.29,-0.62,0.4,5.47,1.81,-0.42,0.5799999833106995,-0.05000000074505806,0.027157306671142578,0.1
0.46,-0.2,0.41,-0.29,-0.62,0.4,5.51,1.79,-0.42,0.5799999833106995,-0.05000000074505806,0.13090205192565918,0.1
0.46,-0.2,0.4,-0.29,-0.63,0.4,5.56,1.77,-0.42,0.5299999713897705,-0.05000000074505806,0.2292025089263916,0.1
0.46,-0.2,0.4,-0.29,-0.63,0.4,5.61,1.75,-0.42,0.5299999713897705,-0.05000000074505806,0.06669092178344727,0.1
0.46,-0.2,0.4,-0.3,-0.63,0.4,5.65,1.73,-0.42,0.5400000214576721,-0.10999999940395355,0.09900712966918945,0.1
0.44,-0.24,0.4,-0.3,-0.64,0.4,5.7,1.71,-0.49,0.5699999928474426,0.11999999731779099,0.1491682529449463,0.1
0.43,-0.21,0.4,-0.3,-0.64,0.4,5.74,1.68,-0.44,0.6299999952316284,-0.03999999910593033,0.049483537673950195,0.1
0.45,-0.21,0.4,-0.3,-0.64,0.4,5.78,1.66,-0.44,0.5600000023841858,-0.05000000074505806,0.07734036445617676,0.1
0.45,-0.21,0.4,-0.3,-0.65,0.4,5.83,1.64,-0.44,0.5600000023841858,-0.05000000074505806,0.04881405830383301,0.1
0.45,-0.21,0.4,-0.3,-0.65,0.4,5.87,1.62,-0.44,0.5600000023841858,-0.05000000074505806,0.047830820083618164,0.1
0.45,-0.21,0.4,-0.3,-0.66,0.4,5.92,1.6,-0.44,0.5600000023841858,-0.05000000074505806,0.13895010948181152,0.1
0.45,-0.21,0.4,-0.31,-0.66,0.4,5.96,1.58,-0.44,0.5600000023841858,-0.10999999940395355,0.28464388847351074,0.1
0.44,-0.24,0.39,-0.31,-0.66,0.4,6.01,1.55,-0.51,0.5299999713897705,0.05999999865889549,0.11367130279541016,0.1
0.44,-0.22,0.39,-0.31,-0.67,0.4,6.05,1.53,-0.46,0.550000011920929,-0.05000000074505806,0.09652185440063477,0.1
0.45,-0.22,0.39,-0.31,-0.67,0.4,6.1,1.51,-0.46,0.5199999809265137,-0.05999999865889549,0.10446572303771973,0.1
0.45,-0.22,0.39,-0.31,-0.68,0.4,6.14,1.49,-0.46,0.5199999809265137,-0.05999999865889549,0.08174538612365723,0.1
0.45,-0.22,0.39,-0.31,-0.68,0.4,6.19,1.47,-0.46,0.5199999809265137,-0.05999999865889549,0.06409597396850586,0.1
0.45,-0.22,0.39,-0.32,-0.68,0.4,6.23,1.44,-0.46,0.5199999809265137,-0.10999999940395355,0.15397286415100098,0.1
0.43,-0.25,0.39,-0.32,-0.69,0.4,6.28,1.42,-0.52,0.5600000023841858,0.05999999865889549,0.003319263458251953,0.1
0.44,-0.22,0.38,-0.32,-0.69,0.4,6.32,1.4,-0.47,0.5099999904632568,-0.10999999940395355,0.0030477046966552734,0.1
0.43,-0.25,0.38,-0.32,-0.7,0.4,6.36,1.37,-0.53,0.5199999809265137,0.05999999865889549,0.002778291702270508,0.1
0.43,-0.23,0.38,-0.32,-0.7,0.4,6.41,1.35,-0.48,0.5400000214576721,-0.05000000074505806,0.10933566093444824,0.1
0.44,-0.23,0.38,-0.33,-0.71,0.4,6.45,1.33,-0.48,0.5099999904632568,-0.10999999940395355,0.11086630821228027,0.1
0.43,-0.26,0.38,-0.33,-0.71,0.4,6.49,1.3,-0.54,0.5099999904632568,0.05000000074505806,0.0814673900604248,0.1
0.43,-0.23,0.38,-0.33,-0.72,0.4,6.54,1.28,-0.49,0.5400000214576721,-0.10999999940395355,0.2138810157775879,0.1
0.43,-0.26,0.37,-0.33,-0.72,0.4,6.58,1.25,-0.54,0.4699999988079071,0.05000000074505806,0.06754279136657715,0.1
0.43,-0.23,0.37,-0.33,-0.73,0.4,6.62,1.23,-0.49,0.5,-0.10999999940395355,0.09280633926391602,0.1
0.43,-0.26,0.37,-0.34,-0.73,0.4,6.67,1.2,-0.55,0.4699999988079071,-0.009999999776482582,0.1388230323791504,0.1
0.43,-0.26,0.37,-0.34,-0.74,0.4,6.71,1.18,-0.55,0.4699999988079071,-0.009999999776482582,0.10195446014404297,0.1
0.43,-0.26,0.37,-0.34,-0.75,0.4,6.75,1.15,-0.55,0.4699999988079071,-0.009999999776482582,0.22785377502441406,0.1
0.43,-0.26,0.37,-0.34,-0.75,0.4,6.79,1.13,-0.55,0.4699999988079071,-0.009999999776482582,0.1466677188873291,0.1
0.43,-0.26,0.36,-0.34,-0.76,0.4,6.84,1.1,-0.55,0.41999998688697815,-0.009999999776482582,0.1637101173400879,0.1
0.43,-0.26,0.36,-0.35,-0.76,0.4,6.88,1.07,-0.55,0.4300000071525574,-0.07000000029802322,0.025728464126586914,0.1
0.43,-0.26,0.36,-0.35,-0.77,0.4,6.92,1.05,-0.55,0.4300000071525574,-0.07000000029802322,0.09510684013366699,0.1
0.43,-0.26,0.36,-0.35,-0.78,0.4,6.97,1.02,-0.55,0.4300000071525574,-0.07000000029802322,0.11219143867492676,0.1
0.43,-0.26,0.35,-0.35,-0.79,0.4,7.01,1.0,-0.55,0.3799999952316284,-0.07000000029802322,0.24788355827331543,0.1
0.43,-0.26,0.35,-0.36,-0.8,0.4,7.05,0.97,-0.55,0.3799999952316284,-0.12999999523162842,0.09764528274536133,0.1
0.41,-0.28,0.35,-0.36,-0.8,0.4,7.09,0.94,-0.6,0.4399999976158142,-0.009999999776482582,0.020123004913330078,0.1
0.41,-0.28,0.34,-0.36,-0.81,0.4,7.13,0.91,-0.6,0.38999998569488525,-0.009999999776482582,0.04923677444458008,0.1
0.41,-0.28,0.34,-0.37,-0.82,0.4,7.18,0.89,-0.6,0.38999998569488525,-0.07000000029802322,0.1593787670135498,0.1
0.41,-0.28,0.34,-0.37,-0.83,0.4,7.22,0.86,-0.6,0.38999998569488525,-0.07000000029802322,0.10911893844604492,0.1
0.41,-0.28,0.33,-0.37,-0.84,0.4,7.26,0.83,-0.6,0.3400000035762787,-0.07000000029802322,0.152665376663208,0.1
0.41,-0.28,0.33,-0.38,-0.85,0.4,7.3,0.8,-0.6,0.3400000035762787,-0.12999999523162842,0.09998774528503418,0.1
0.41,-0.28,0.32,-0.38,-0.86,0.4,7.34,0.77,-0.6,0.28999999165534973,-0.12999999523162842,0.04998493194580078,0.1
0.41,-0.28,0.32,-0.38,-0.88,0.4,7.38,0.74,-0.6,0.28999999165534973,-0.12999999523162842,0.01606607437133789,0.1
0.41,-0.28,0.31,-0.39,-0.89,0.4,7.42,0.72,-0.6,0.23999999463558197,-0.18000000715255737,0.05264782905578613,0.1
0.38,-0.31,0.31,-0.39,-0.91,0.4,7.46,0.69,-0.68,0.3400000035762787,-0.019999999552965164,0.10796213150024414,0.1
0.39,-0.31,0.3,-0.4,-0.92,0.4,7.5,0.66,-0.68,0.23999999463558197,-0.07999999821186066,0.3208887577056885,0.1
0.39,-0.31,0.3,-0.4,-0.94,0.4,7.54,0.62,-0.68,0.23999999463558197,-0.07999999821186066,0.05690765380859375,0.1
0.39,-0.31,0.29,-0.41,-0.95,0.4,7.58,0.59,-0.68,0.1899999976158142,-0.14000000059604645,0.05137133598327637,0.1
0.39,-0.31,0.28,-0.41,-0.97,0.4,7.62,0.56,-0.68,0.14000000059604645,-0.14000000059604645,0.05281233787536621,0.1
0.39,-0.31,0.27,-0.42,-1.0,0.4,7.66,0.53,-0.68,0.09000000357627869,-0.1899999976158142,0.154144287109375,0.1
0.37,-0.34,0.26,-0.43,-1.02,0.4,7.69,0.5,-0.74,0.10000000149011612,-0.10000000149011612,0.09946823120117188,0.1
0.37,-0.34,0.25,-0.43,-1.05,0.4,7.73,0.46,-0.74,0.03999999910593033,-0.10000000149011612,0.2030653953552246,0.1
0.37,-0.34,0.24,-0.44,-1.08,0.4,7.77,0.43,-0.74,-0.009999999776482582,-0.15000000596046448,0.17910265922546387,0.1
0.33,-0.36,0.22,-0.45,-1.11,0.4,7.8,0.4,-0.84,0.03999999910593033,-0.09000000357627869,0.20329713821411133,0.1
0.33,-0.37,0.21,-0.45,-1.14,0.4,7.84,0.36,-0.84,-0.019999999552965164,-0.05000000074505806,0.277768611907959,0.1
0.33,-0.37,0.19,-0.46,-1.18,0.4,7.87,0.32,-0.84,-0.11999999731779099,-0.10000000149011612,0.22017979621887207,0.1
0.26,-0.4,0.17,-0.47,-1.23,0.4,7.9,0.28,-0.99,0.05000000074505806,0.019999999552965164,0.2003040313720703,0.1
0.29,-0.4,0.14,-0.48,-1.28,0.4,7.93,0.24,-0.94,-0.2199999988079071,-0.05000000074505806,0.046370506286621094,0.1
0.15,-0.37,0.13,-0.48,-1.32,0.4,7.95,0.21,-1.18,0.30000001192092896,-0.14000000059604645,0.08831977844238281,0.1
