curr_vel_x,curr_vel_y,des_vel_x,des_vel_y,ori_goal,raidus,robot_pose_x,robot_pose_y,robot_ori,action_x,action_y,time_action,time_step
0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.0,0.7300000190734863,0.46000000834465027,0.07499933242797852,0.1
0.37,0.02,0.5,-0.0,-0.0,0.4,0.04,0.0,0.05,0.4399999976158142,0.36000001430511475,0.12832903861999512,0.1
0.41,0.04,0.5,-0.0,-0.0,0.4,0.08,0.0,0.1,0.3700000047683716,0.3199999928474426,0.006497621536254883,0.1
0.43,0.06,0.5,-0.0,-0.0,0.4,0.12,0.01,0.15,0.33000001311302185,0.2800000011920929,0.05153226852416992,0.1
0.44,0.09,0.5,-0.0,-0.0,0.4,0.16,0.02,0.2,0.30000001192092896,0.2199999988079071,0.004045724868774414,0.1
0.46,0.12,0.5,-0.0,-0.0,0.4,0.21,0.03,0.25,0.25,0.1599999964237213,0.22411441802978516,0.1
0.46,0.14,0.5,-0.0,-0.01,0.4,0.26,0.04,0.3,0.23000000417232513,0.11999999731779099,0.11441326141357422,0.1
0.46,0.17,0.5,-0.0,-0.01,0.4,0.3,0.06,0.35,0.2199999988079071,0.05999999865889549,0.22943115234375,0.1
0.47,0.17,0.5,-0.0,-0.01,0.4,0.35,0.07,0.35,0.1899999976158142,0.05000000074505806,0.029976844787597656,0.1
0.47,0.17,0.5,-0.01,-0.01,0.4,0.4,0.09,0.35,0.17000000178813934,0.019999999552965164,0.18521690368652344,0.1
0.47,0.17,0.5,-0.01,-0.01,0.4,0.44,0.11,0.35,0.15000000596046448,0.019999999552965164,0.08617830276489258,0.1
0.47,0.17,0.5,-0.01,-0.02,0.4,0.49,0.12,0.35,0.14000000059604645,0.009999999776482582,0.0927424430847168,0.1
0.47,0.17,0.5,-0.01,-0.02,0.4,0.54,0.14,0.35,0.12999999523162842,0.009999999776482582,0.1455516815185547,0.1
0.47,0.17,0.5,-0.01,-0.02,0.4,0.59,0.16,0.35,0.10999999940395355,-0.0,0.15614748001098633,0.1
0.47,0.17,0.5,-0.01,-0.02,0.4,0.63,0.18,0.35,0.09000000357627869,-0.009999999776482582,0.09407925605773926,0.1
0.47,0.17,0.5,-0.01,-0.03,0.4,0.68,0.19,0.35,0.07999999821186066,-0.009999999776482582,0.012173891067504883,0.1
0.47,0.17,0.5,-0.01,-0.03,0.4,0.73,0.21,0.35,0.05999999865889549,-0.009999999776482582,0.2967555522918701,0.1
0.47,0.17,0.5,-0.02,-0.03,0.4,0.77,0.23,0.35,0.05000000074505806,-0.03999999910593033,0.06748127937316895,0.1
0.47,0.17,0.5,-0.02,-0.03,0.4,0.82,0.24,0.35,0.029999999329447746,-0.03999999910593033,0.15935826301574707,0.1
0.47,0.17,0.5,-0.02,-0.04,0.4,0.87,0.26,0.35,0.009999999776482582,-0.05000000074505806,0.06379818916320801,0.1
0.47,0.14,0.5,-0.02,-0.04,0.4,0.91,0.28,0.3,-0.0,0.009999999776482582,0.09293317794799805,0.1
0.47,0.14,0.5,-0.02,-0.04,0.4,0.96,0.29,0.3,-0.009999999776482582,0.009999999776482582,0.08324646949768066,0.1
0.46,0.14,0.5,-0.02,-0.04,0.4,1.01,0.31,0.3,-0.009999999776482582,0.009999999776482582,0.26271629333496094,0.1
0.45,0.14,0.5,-0.02,-0.05,0.4,1.05,0.32,0.3,-0.0,0.019999999552965164,0.12389039993286133,0.1
0.46,0.14,0.5,-0.02,-0.05,0.4,1.1,0.33,0.3,-0.029999999329447746,0.009999999776482582,0.02779102325439453,0.1
0.43,0.13,0.5,-0.03,-0.05,0.4,1.14,0.35,0.3,0.009999999776482582,0.019999999552965164,0.07726430892944336,0.1
0.45,0.14,0.5,-0.03,-0.05,0.4,1.18,0.36,0.3,-0.029999999329447746,0.009999999776482582,0.10350608825683594,0.1
0.42,0.13,0.5,-0.03,-0.06,0.4,1.23,0.37,0.3,0.009999999776482582,0.03999999910593033,0.19119644165039062,0.1
0.44,0.14,0.5,-0.03,-0.06,0.4,1.27,0.39,0.3,-0.029999999329447746,0.03999999910593033,0.11280989646911621,0.1
0.41,0.15,0.5,-0.03,-0.06,0.4,1.31,0.4,0.35,0.019999999552965164,0.03999999910593033,0.18855857849121094,0.1
0.44,0.16,0.5,-0.03,-0.06,0.4,1.36,0.42,0.35,-0.03999999910593033,0.03999999910593033,0.12830686569213867,0.1
0.41,0.17,0.5,-0.03,-0.07,0.4,1.4,0.43,0.4,0.009999999776482582,0.03999999910593033,0.312283992767334,0.1
0.43,0.18,0.5,-0.03,-0.07,0.4,1.44,0.45,0.4,-0.03999999910593033,0.03999999910593033,0.1476585865020752,0.1
0.41,0.2,0.5,-0.04,-0.07,0.4,1.48,0.47,0.45,0.009999999776482582,0.009999999776482582,0.08144545555114746,0.1
0.41,0.2,0.5,-0.04,-0.08,0.4,1.52,0.49,0.45,0.0,0.03999999910593033,0.17489337921142578,0.1
0.43,0.21,0.5,-0.04,-0.08,0.4,1.57,0.51,0.45,-0.03999999910593033,0.05999999865889549,0.1754012107849121,0.1
0.41,0.22,0.5,-0.04,-0.08,0.4,1.61,0.53,0.5,0.0,0.07999999821186066,0.07906246185302734,0.1
0.43,0.26,0.5,-0.04,-0.09,0.4,1.65,0.56,0.55,-0.029999999329447746,0.03999999910593033,0.1780867576599121,0.1
0.41,0.28,0.5,-0.05,-0.09,0.4,1.69,0.59,0.6,0.009999999776482582,0.05000000074505806,0.12011528015136719,0.1
0.41,0.28,0.5,-0.05,-0.1,0.4,1.74,0.61,0.6,0.019999999552965164,0.12999999523162842,0.2961544990539551,0.1
0.39,0.3,0.5,-0.05,-0.1,0.4,1.78,0.64,0.65,0.05999999865889549,0.1599999964237213,0.10043644905090332,0.1
0.38,0.32,0.5,-0.05,-0.11,0.4,1.81,0.67,0.7,0.09000000357627869,0.1899999976158142,0.0950615406036377,0.1
0.37,0.34,0.5,-0.06,-0.11,0.4,1.85,0.71,0.75,0.12999999523162842,0.20000000298023224,0.0628347396850586,0.1
0.37,0.34,0.5,-0.06,-0.12,0.4,1.89,0.74,0.75,0.11999999731779099,0.27000001072883606,0.12253713607788086,0.1
0.37,0.34,0.5,-0.06,-0.13,0.4,1.92,0.77,0.75,0.12999999523162842,0.33000001311302185,0.12325739860534668,0.1
0.37,0.34,0.5,-0.07,-0.13,0.4,1.96,0.81,0.75,0.12999999523162842,0.36000001430511475,0.18816614151000977,0.1
0.37,0.34,0.5,-0.07,-0.14,0.4,2.0,0.84,0.75,0.15000000596046448,0.4099999964237213,0.05835127830505371,0.1
0.37,0.34,0.49,-0.07,-0.15,0.4,2.03,0.88,0.75,0.15000000596046448,0.46000000834465027,0.05676603317260742,0.1
0.37,0.34,0.49,-0.08,-0.15,0.4,2.07,0.91,0.75,0.1599999964237213,0.47999998927116394,0.20032739639282227,0.1
0.37,0.34,0.49,-0.08,-0.16,0.4,2.11,0.94,0.75,0.1899999976158142,0.5099999904632568,0.07687664031982422,0.1
0.37,0.34,0.49,-0.08,-0.17,0.4,2.14,0.98,0.75,0.2199999988079071,0.5199999809265137,0.17542338371276855,0.1
0.37,0.34,0.49,-0.09,-0.17,0.4,2.18,1.01,0.75,0.25999999046325684,0.5199999809265137,0.2524597644805908,0.1
0.37,0.34,0.49,-0.09,-0.18,0.4,2.22,1.05,0.75,0.30000001192092896,0.5299999713897705,0.21430087089538574,0.1
0.37,0.34,0.49,-0.09,-0.19,0.4,2.25,1.08,0.75,0.3499999940395355,0.5299999713897705,0.12296414375305176,0.1
0.37,0.34,0.49,-0.1,-0.19,0.4,2.29,1.11,0.75,0.4000000059604645,0.5199999809265137,0.08954000473022461,0.1
0.37,0.34,0.49,-0.1,-0.2,0.4,2.33,1.15,0.75,0.46000000834465027,0.5299999713897705,0.1204524040222168,0.1
0.37,0.34,0.49,-0.1,-0.21,0.4,2.36,1.18,0.75,0.5199999809265137,0.5400000214576721,0.04708576202392578,0.1
0.37,0.34,0.49,-0.11,-0.21,0.4,2.4,1.22,0.75,0.5699999928474426,0.5199999809265137,0.22537684440612793,0.1
0.37,0.34,0.49,-0.11,-0.22,0.4,2.44,1.25,0.75,0.6200000047683716,0.5199999809265137,0.10376834869384766,0.1
0.37,0.34,0.49,-0.11,-0.23,0.4,2.47,1.28,0.75,0.6600000262260437,0.5199999809265137,0.11540913581848145,0.1
0.37,0.34,0.49,-0.12,-0.24,0.4,2.51,1.32,0.75,0.6899999976158142,0.5,0.24374103546142578,0.1
0.37,0.34,0.49,-0.12,-0.24,0.4,2.55,1.35,0.75,0.7200000286102295,0.47999998927116394,0.12009954452514648,0.1
0.37,0.34,0.48,-0.12,-0.25,0.4,2.58,1.39,0.75,0.7400000095367432,0.4699999988079071,0.23910260200500488,0.1
0.37,0.34,0.48,-0.13,-0.26,0.4,2.62,1.42,0.75,0.7599999904632568,0.4399999976158142,0.20851778984069824,0.1
0.37,0.34,0.48,-0.13,-0.27,0.4,2.66,1.46,0.75,0.7799999713897705,0.4300000071525574,0.04964494705200195,0.1
0.37,0.34,0.48,-0.14,-0.27,0.4,2.69,1.49,0.75,0.800000011920929,0.38999998569488525,0.06220102310180664,0.1
0.37,0.34,0.48,-0.14,-0.28,0.4,2.73,1.52,0.75,0.8100000023841858,0.3700000047683716,0.051914215087890625,0.1
0.37,0.34,0.48,-0.14,-0.29,0.4,2.77,1.56,0.75,0.8299999833106995,0.3400000035762787,0.10891413688659668,0.1
0.37,0.34,0.48,-0.15,-0.3,0.4,2.8,1.59,0.75,0.8399999737739563,0.30000001192092896,0.11155033111572266,0.1
0.37,0.34,0.48,-0.15,-0.31,0.4,2.84,1.63,0.75,0.8500000238418579,0.25999999046325684,0.17885899543762207,0.1
0.37,0.34,0.48,-0.15,-0.31,0.4,2.88,1.66,0.75,0.8600000143051147,0.23999999463558197,0.06461429595947266,0.1
0.37,0.34,0.47,-0.16,-0.32,0.4,2.91,1.69,0.75,0.8600000143051147,0.1899999976158142,0.04786801338195801,0.1
0.37,0.34,0.47,-0.16,-0.33,0.4,2.95,1.73,0.75,0.8700000047683716,0.17000000178813934,0.18805837631225586,0.1
0.37,0.34,0.47,-0.17,-0.34,0.4,2.99,1.76,0.75,0.8700000047683716,0.11999999731779099,0.04940056800842285,0.1
0.37,0.34,0.47,-0.17,-0.35,0.4,3.02,1.8,0.75,0.8799999952316284,0.09000000357627869,0.1841416358947754,0.1
0.37,0.34,0.47,-0.17,-0.35,0.4,3.06,1.83,0.75,0.8799999952316284,0.07000000029802322,0.17526578903198242,0.1
0.37,0.34,0.47,-0.18,-0.36,0.4,3.1,1.86,0.75,0.8899999856948853,0.009999999776482582,0.002353191375732422,0.1
0.39,0.31,0.47,-0.18,-0.37,0.4,3.13,1.9,0.68,0.8799999952316284,0.05000000074505806,0.2836616039276123,0.1
0.39,0.31,0.46,-0.19,-0.38,0.4,3.17,1.93,0.68,0.8799999952316284,-0.0,0.17581701278686523,0.1
0.41,0.29,0.46,-0.19,-0.39,0.4,3.21,1.96,0.62,0.8799999952316284,0.019999999552965164,0.06502819061279297,0.1
0.41,0.29,0.46,-0.19,-0.4,0.4,3.25,1.99,0.62,0.8799999952316284,-0.009999999776482582,0.16312956809997559,0.1
0.42,0.27,0.46,-0.2,-0.4,0.4,3.29,2.02,0.57,0.8799999952316284,-0.019999999552965164,0.07159900665283203,0.1
0.44,0.25,0.46,-0.2,-0.41,0.4,3.34,2.04,0.51,0.8700000047683716,-0.0,0.21849489212036133,0.1
0.44,0.25,0.46,-0.2,-0.42,0.4,3.38,2.07,0.51,0.8700000047683716,-0.029999999329447746,0.1391141414642334,0.1
0.45,0.22,0.45,-0.21,-0.43,0.4,3.43,2.09,0.46,0.8700000047683716,-0.019999999552965164,0.15201449394226074,0.1
0.45,0.22,0.45,-0.21,-0.44,0.4,3.47,2.11,0.46,0.8700000047683716,-0.029999999329447746,0.04052424430847168,0.1
0.45,0.22,0.45,-0.21,-0.44,0.4,3.52,2.13,0.46,0.8700000047683716,-0.05999999865889549,0.0039136409759521484,0.1
0.45,0.18,0.45,-0.22,-0.45,0.4,3.56,2.15,0.39,0.8700000047683716,-0.029999999329447746,0.11426544189453125,0.1
