abs_action_x,abs_action_y,curr_vel_x,curr_vel_y,des_vel_x,des_vel_y,ori_goal,raidus,robot_pose_x,robot_pose_y,robot_ori,action_x,action_y,time_action,time_step
1.0,0.18000000715255737,0.0,0.0,1.5,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.18000000715255737,0.009737253189086914,0.1
1.9860421231066305,-0.5111174721501376,1.0,0.09,1.5,-0.0,-0.0,0.4,0.1,0.0,0.09,0.9900000095367432,-0.6000000238418579,0.002040386199951172,0.1
2.139572510067177,-0.1435827012394853,1.44,-0.17,1.5,-0.0,-0.0,0.4,0.24,0.0,-0.12,0.699999988079071,0.029999999329447746,0.0016894340515136719,0.1
2.0791410234500374,-0.14076543390033788,1.5,-0.18,1.5,0.0,0.0,0.4,0.39,-0.02,-0.12,0.5799999833106995,0.03999999910593033,0.0016295909881591797,0.1
2.0791410234500374,-0.11076543270824499,1.5,-0.18,1.5,0.01,0.0,0.4,0.54,-0.03,-0.12,0.5799999833106995,0.07000000029802322,0.0015673637390136719,0.1
2.0892129776226573,-0.1095683106353558,1.49,-0.18,1.5,0.01,0.01,0.4,0.69,-0.05,-0.12,0.6000000238418579,0.07000000029802322,0.0015115737915039062,0.1
2.0892129776226573,-0.1095683106353558,1.49,-0.18,1.5,0.01,0.01,0.4,0.84,-0.07,-0.12,0.6000000238418579,0.07000000029802322,0.0015559196472167969,0.1
2.0892129776226573,-0.06956831152942547,1.49,-0.18,1.5,0.02,0.01,0.4,0.99,-0.09,-0.12,0.6000000238418579,0.10999999940395355,0.0015671253204345703,0.1
2.0892129776226573,-0.06956831152942547,1.49,-0.18,1.5,0.02,0.02,0.4,1.14,-0.11,-0.12,0.6000000238418579,0.10999999940395355,0.0013842582702636719,0.1
2.0792129275547557,-0.039568310337332574,1.49,-0.18,1.5,0.03,0.02,0.4,1.29,-0.12,-0.12,0.5899999737739563,0.14000000059604645,0.001649618148803711,0.1
2.0992848721906325,-0.038371188264443384,1.48,-0.18,1.5,0.03,0.02,0.4,1.44,-0.14,-0.12,0.6200000047683716,0.14000000059604645,0.0016186237335205078,0.1
2.0892848817273757,0.001628818292067541,1.48,-0.18,1.5,0.04,0.02,0.4,1.58,-0.16,-0.12,0.6100000143051147,0.18000000715255737,0.001619577407836914,0.1
2.097407421503992,-0.20785900374236532,1.49,-0.09,1.5,0.04,0.03,0.4,1.73,-0.17,-0.06,0.6100000143051147,-0.11999999731779099,0.001607656478881836,0.1
2.077372600142949,-0.21903831717868025,1.51,-0.09,1.5,0.04,0.03,0.4,1.88,-0.18,-0.06,0.5699999928474426,-0.12999999523162842,0.0015647411346435547,0.1
2.077372600142949,-0.18903832343716795,1.51,-0.09,1.5,0.05,0.03,0.4,2.03,-0.19,-0.06,0.5699999928474426,-0.10000000149011612,0.0016493797302246094,0.1
2.077372600142949,-0.18903832343716795,1.51,-0.09,1.5,0.05,0.03,0.4,2.19,-0.2,-0.06,0.5699999928474426,-0.10000000149011612,0.0015561580657958984,0.1
2.0673726096796923,-0.15903832224507505,1.51,-0.09,1.5,0.06,0.04,0.4,2.34,-0.21,-0.06,0.5600000023841858,-0.07000000029802322,0.0014731884002685547,0.1
2.0673726096796923,-0.15903832224507505,1.51,-0.09,1.5,0.06,0.04,0.4,2.49,-0.22,-0.06,0.5600000023841858,-0.07000000029802322,0.001615762710571289,0.1
2.0673726096796923,-0.15903832224507505,1.51,-0.09,1.5,0.06,0.04,0.4,2.64,-0.23,-0.06,0.5600000023841858,-0.07000000029802322,0.0015957355499267578,0.1
2.0673726096796923,-0.11903832127649958,1.51,-0.09,1.5,0.07,0.05,0.4,2.79,-0.24,-0.06,0.5600000023841858,-0.029999999329447746,0.0018031597137451172,0.1
2.0773899905578914,-0.11844866351526083,1.5,-0.09,1.5,0.07,0.05,0.4,2.94,-0.24,-0.06,0.5799999833106995,-0.029999999329447746,0.0013930797576904297,0.1
2.0773899905578914,-0.08844866418581308,1.5,-0.09,1.5,0.08,0.05,0.4,3.09,-0.25,-0.06,0.5799999833106995,0.0,0.0013341903686523438,0.1
2.0773899905578914,-0.08844866418581308,1.5,-0.09,1.5,0.08,0.05,0.4,3.24,-0.26,-0.06,0.5799999833106995,0.0,0.0016779899597167969,0.1
2.0773899905578914,-0.048448665079882755,1.5,-0.09,1.5,0.09,0.06,0.4,3.39,-0.27,-0.06,0.5799999833106995,0.03999999910593033,0.00144195556640625,0.1
2.0773899905578914,-0.048448665079882755,1.5,-0.09,1.5,0.09,0.06,0.4,3.54,-0.28,-0.06,0.5799999833106995,0.03999999910593033,0.0014698505401611328,0.1
2.0673900000946346,-0.01844866388778986,1.5,-0.09,1.5,0.1,0.07,0.4,3.69,-0.29,-0.06,0.5699999928474426,0.07000000029802322,0.0014348030090332031,0.1
2.0673900000946346,0.011551337304303036,1.5,-0.09,1.5,0.11,0.07,0.4,3.84,-0.3,-0.06,0.5699999928474426,0.10000000149011612,0.0019986629486083984,0.1
2.0673900000946346,0.011551337304303036,1.5,-0.09,1.5,0.11,0.08,0.4,3.99,-0.31,-0.06,0.5699999928474426,0.10000000149011612,0.001512289047241211,0.1
2.0673900000946346,0.051551336410233364,1.5,-0.09,1.5,0.12,0.08,0.4,4.14,-0.31,-0.06,0.5699999928474426,0.14000000059604645,0.0017955303192138672,0.1
2.05740740004632,0.09214100072798305,1.49,-0.09,1.49,0.13,0.09,0.4,4.28,-0.32,-0.06,0.5699999928474426,0.18000000715255737,0.001463174819946289,0.1
