robot_id,action_x,action_y,a_inc_x,a_inc_y,cur_vel_x,cur_vel_y,des_vel_x,des_vel_y,ori_goal,raidus,robot_pose_x,robot_pose_y,robot_ori,time_action,time_step
0.0,1.0,0.6299999952316284,1.0,0.6299999952316284,0.0,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.0,0.007485628128051758,0.1
1.0,-0.9900000095367432,0.46000000834465027,-0.9900000095367432,0.46000000834465027,0.0,0.0,-0.5,0.0,3.14,0.4,8.0,0.0,0.0,0.0010590553283691406,0.1
2.0,0.5899999737739563,-0.9900000095367432,0.5899999737739563,-0.9900000095367432,0.0,0.0,0.0,-0.5,-1.57,0.4,4.0,4.0,0.0,0.0009593963623046875,0.1
3.0,0.30000001192092896,1.0,0.30000001192092896,1.0,0.0,0.0,0.0,0.5,1.57,0.4,4.0,-4.0,0.0,0.0009446144104003906,0.1
0.0,1.3418821623491999,-0.34851930781064233,0.8799999952316284,-0.5400000214576721,0.46,0.19,0.5,-0.0,-0.0,0.4,0.05,0.01,0.39,0.006715536117553711,0.1
1.0,-0.9700000286102295,0.30000001192092896,-0.9700000286102295,0.30000001192092896,0.0,0.0,-0.5,0.0,3.14,0.4,8.0,0.0,1.2,0.0010502338409423828,0.1
2.0,-0.45811784957172913,-1.0414807374888877,-0.9200000166893005,-0.8500000238418579,0.46,-0.19,-0.0,-0.5,-1.58,0.4,4.05,3.99,-0.39,0.000934600830078125,0.1
3.0,-0.3689121785422088,1.1377604642475758,-0.6299999952316284,0.9900000095367432,0.26,0.15,-0.0,0.5,1.57,0.4,4.03,-3.99,0.52,0.0009202957153320312,0.1
0.0,1.288077288487482,0.6544292413805117,0.9599999785423279,0.6899999976158142,0.33,-0.04,0.5,-0.0,-0.0,0.4,0.08,0.01,-0.11,0.0013997554779052734,0.1
1.0,-0.9523289733756509,0.11463000832170661,-0.9200000166893005,0.019999999552965164,-0.03,0.09,-0.5,-0.0,-3.14,0.4,8.0,0.01,1.9,0.0009615421295166016,0.1
2.0,0.41999998688697815,-0.9399999976158142,0.41999998688697815,-0.9399999976158142,0.0,-0.0,-0.0,-0.5,-1.58,0.4,4.05,3.99,-1.35,0.0009255409240722656,0.1
3.0,0.30000001192092896,0.9900000095367432,0.30000001192092896,0.9900000095367432,0.0,0.0,-0.0,0.5,1.57,0.4,4.03,-3.99,1.36,0.0009183883666992188,0.1
0.0,1.3449585868751068,-0.19368056838517164,0.9300000071525574,-0.3400000035762787,0.41,0.15,0.5,-0.0,-0.0,0.4,0.12,0.02,0.34,0.0012996196746826172,0.1
1.0,-0.9105488955981096,0.0007764621894263968,-0.7099999785423279,-0.18000000715255737,-0.2,0.18,-0.5,-0.0,-3.14,0.4,7.99,0.03,2.41,0.0009949207305908203,0.1
2.0,-0.4636560228410386,-0.190276596688154,-0.7200000286102295,0.33000001311302185,0.26,-0.52,-0.0,-0.5,-1.58,0.4,4.07,3.94,-1.11,0.0009241104125976562,0.1
3.0,-0.14865434292818935,1.1818202280707466,-0.3499999940395355,0.6700000166893005,0.2,0.51,-0.0,0.5,1.58,0.4,4.04,-3.94,1.2,0.0009665489196777344,0.1
0.0,1.319953902090881,0.523850202012176,0.9100000262260437,0.5299999713897705,0.41,-0.01,0.5,-0.0,-0.0,0.4,0.16,0.03,-0.02,0.0013446807861328125,0.1
1.0,-0.795282203499653,0.08296688127544694,-0.44999998807907104,-0.05000000074505806,-0.35,0.13,-0.5,-0.0,-3.14,0.4,7.95,0.05,2.77,0.0010061264038085938,0.1
2.0,0.3400000035762787,-0.8799999952316284,0.3400000035762787,-0.8799999952316284,-0.0,-0.0,-0.0,-0.5,-1.58,0.4,4.07,3.94,-1.93,0.0009381771087646484,0.1
3.0,0.29754113952635797,1.2196245969411266,0.2800000011920929,0.8100000023841858,0.02,0.41,-0.0,0.5,1.58,0.4,4.05,-3.9,1.53,0.0009264945983886719,0.1
0.0,1.3441312177047458,-0.3159760229937244,0.8899999856948853,-0.5,0.45,0.18,0.5,-0.0,-0.0,0.4,0.21,0.03,0.38,0.0014388561248779297,0.1
1.0,-0.6724685525826838,0.09124059472151594,-0.1899999976158142,-0.03999999910593033,-0.48,0.13,-0.5,-0.0,-3.13,0.4,7.91,0.07,2.88,0.0010001659393310547,0.1
