action_x,action_y,a_inc_x,a_inc_y,cur_vel_x,cur_vel_y,des_vel_x,des_vel_y,ori_goal,raidus,robot_pose_x,robot_pose_y,robot_ori,time_action,time_step
1.0,0.6200000047683716,1.0,0.6200000047683716,0.0,0.0,0.55,0.0,0.0,0.4,0.0,0.0,0.0,0.09250235557556152,0.2
1.3486745782677143,-0.5108572574439014,0.9599999785423279,-0.8999999761581421,0.39,0.39,0.55,-0.0,-0.01,0.4,0.1,0.04,0.79,0.004401445388793945,0.2
1.021991520463233,0.6595947865530342,1.0,0.6800000071525574,0.02,-0.02,0.55,-0.0,-0.01,0.4,0.1,0.04,-0.75,0.0020532608032226562,0.2
1.0212004327122939,0.4912259652832293,1.0,0.4699999988079071,0.02,0.02,0.55,-0.0,-0.01,0.4,0.11,0.04,0.79,0.03824353218078613,0.2
1.3929440116716187,-0.4464261888856147,0.8700000047683716,-0.9700000286102295,0.52,0.52,0.55,-0.01,-0.02,0.4,0.21,0.15,0.79,0.04480099678039551,0.2
1.0543419504877454,0.6658756947839775,1.0,0.7099999785423279,0.05,-0.04,0.55,-0.01,-0.02,0.4,0.23,0.15,-0.68,0.0575106143951416,0.2
1.0565344872327835,0.30660257726752593,1.0,0.25,0.06,0.06,0.55,-0.01,-0.02,0.4,0.24,0.15,0.79,0.05217552185058594,0.2
1.4029686655284817,-0.5732772273353364,0.8700000047683716,-0.8700000047683716,0.53,0.3,0.55,-0.02,-0.03,0.4,0.34,0.22,0.51,0.03482866287231445,0.2
1.1384030385228,0.721418239441116,0.9900000095367432,0.8700000047683716,0.15,-0.15,0.55,-0.02,-0.03,0.4,0.38,0.22,-0.79,0.00548863410949707,0.2
1.0,0.46000000834465027,1.0,0.46000000834465027,0.0,0.0,0.55,-0.02,-0.03,0.4,0.38,0.22,0.79,0.012036800384521484,0.2
1.3917435598858385,-0.46765215536093696,0.8899999856948853,-0.9700000286102295,0.5,0.5,0.55,-0.02,-0.04,0.4,0.48,0.32,0.79,0.0024809837341308594,0.2
1.0457355522806708,0.6411636935069238,1.0,0.6800000071525574,0.05,-0.04,0.55,-0.02,-0.04,0.4,0.49,0.32,-0.7,0.024684906005859375,0.2
1.0424008654245875,0.33245192460599415,1.0,0.28999999165534973,0.04,0.04,0.55,-0.02,-0.04,0.4,0.5,0.32,0.79,0.01109933853149414,0.2
1.4005000791254054,-0.5791110995868569,0.8700000047683716,-0.8999999761581421,0.53,0.32,0.55,-0.03,-0.05,0.4,0.6,0.39,0.54,0.05735015869140625,0.2
1.124269416714604,0.6955688623003254,0.9900000095367432,0.8299999833106995,0.13,-0.13,0.55,-0.03,-0.05,0.4,0.63,0.39,-0.79,0.04583382606506348,0.2
1.0,0.41999998688697815,1.0,0.41999998688697815,0.0,0.0,0.55,-0.03,-0.05,0.4,0.63,0.39,0.79,0.008369207382202148,0.2
1.3884615394943847,-0.5413235988318215,0.8399999737739563,-0.9599999785423279,0.55,0.42,0.55,-0.04,-0.07,0.4,0.74,0.48,0.65,0.05095410346984863,0.2
1.0783550541495008,0.6427958480937004,1.0,0.7200000286102295,0.08,-0.08,0.55,-0.04,-0.07,0.4,0.76,0.48,-0.78,0.007256984710693359,0.2
1.0070668109040979,0.3370753352714626,1.0,0.33000001311302185,0.01,0.01,0.55,-0.04,-0.07,0.4,0.76,0.48,0.79,0.02708292007446289,0.2
