action_x,action_y,a_inc_x,a_inc_y,cur_vel_x,cur_vel_y,des_vel_x,des_vel_y,ori_goal,raidus,robot_pose_x,robot_pose_y,robot_ori,time_action,time_step
1.0,0.4300000071525574,1.0,0.4300000071525574,0.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.007715940475463867,0.1
1.7894661628307613,-0.5783913392828013,0.8100000023841858,-0.7799999713897705,0.98,0.2,1.0,-0.0,-0.0,0.4,0.1,0.01,0.2,0.002043485641479492,0.1
1.7688780422497907,0.3721373859596279,0.9200000166893005,0.5099999904632568,0.85,-0.14,1.0,-0.0,-0.0,0.4,0.18,0.01,-0.16,0.0019817352294921875,0.1
1.7855377273377178,-0.3990058242588983,0.8600000143051147,-0.49000000953674316,0.93,0.09,1.0,-0.0,-0.0,0.4,0.28,0.01,0.1,0.0016760826110839844,0.1
1.7604729220769473,0.27508806614801407,0.8100000023841858,0.4099999964237213,0.95,-0.13,1.0,-0.0,-0.0,0.4,0.37,0.01,-0.14,0.0057811737060546875,0.1
1.7880550377814246,-0.3292414833285915,0.8399999737739563,-0.38999998569488525,0.95,0.06,1.0,-0.0,-0.0,0.4,0.47,0.0,0.06,0.004983663558959961,0.1
1.7521073782532066,0.23587431381868937,0.7799999713897705,0.36000001430511475,0.97,-0.12,1.0,-0.0,-0.0,0.4,0.57,0.0,-0.13,0.017093896865844727,0.1
1.778702365285723,-0.3101025085436784,0.8199999928474426,-0.36000001430511475,0.96,0.05,1.0,0.0,0.0,0.4,0.66,-0.0,0.05,0.07994389533996582,0.1
1.7524753803160507,0.2387911902300316,0.7799999713897705,0.36000001430511475,0.97,-0.12,1.0,0.0,0.0,0.4,0.76,-0.01,-0.12,0.10372233390808105,0.1
1.778548358835537,-0.3072266302791298,0.8199999928474426,-0.36000001430511475,0.96,0.05,1.0,0.0,0.0,0.4,0.86,-0.01,0.05,0.06740522384643555,0.1
